target,test_year,model_name,event_type,horizon,fold_id,roc_auc,pr_auc,brier,brier_skill_score,pos_rate,n_train,n_test,roc_auc_raw,pr_auc_raw,brier_raw,cal_method
strike_30d,2020.0,model6_income_group_nolag,strike,30,1,0.8324727135057709,0.795849100530638,0.1592171072394911,0.3352362958048139,0.3975760123301107,42705,14274,,,,
strike_30d,2021.0,model0_persistence,strike,30,2,0.8858124491375463,0.8645923647510461,0.135692314836068,0.4320497599601487,0.3947187141216992,56979,13065,,,,
strike_30d,2021.0,model1_markets,strike,30,2,0.8811368305809617,0.8603959843517069,0.1295955632234363,0.4575681656711931,0.3947187141216992,56979,13065,,,,
strike_30d,2021.0,model2_full,strike,30,2,0.8798204511863157,0.8619348063089346,0.1285675968062069,0.4618707952941283,0.3947187141216992,56979,13065,,,,
strike_30d,2021.0,model3_structural,strike,30,2,0.8823424981626498,0.867543201693298,0.1274126739897034,0.4667048103350916,0.3947187141216992,56979,13065,,,,
strike_30d,2021.0,model4_fao,strike,30,2,0.7824456967752776,0.7515969259733686,0.3021255821880015,-0.2645690150776674,0.3947187141216992,56979,13065,,,,
strike_30d,2021.0,model5_xgb,strike,30,2,0.8725739155220069,0.8191198228792214,0.1317466184310855,0.4485647646827192,0.3947187141216992,42705,13065,0.8784029844275681,0.8594248780838396,0.1469052560853479,isotonic
strike_30d,2021.0,model6_xgb_nolag,strike,30,2,0.8663789581741315,0.8222578300969596,0.1318855593845852,0.4479832170247929,0.3947187141216992,42705,13065,0.8806288803693513,0.8612497574924286,0.1484718171787604,isotonic
strike_30d,2021.0,model7_xgb_nobaseline,strike,30,2,0.8492115651496965,0.8132212749502022,0.1414267619144325,0.408047806728032,0.3947187141216992,42705,13065,0.8488446223091635,0.8388717292436512,0.143124267433526,isotonic
strike_30d,2021.0,model5_income_group,strike,30,2,0.8537058272126744,0.8244868509050721,0.1416490641481568,0.4071173442537376,0.3947187141216992,56979,13065,,,,
strike_30d,2021.0,model6_income_group_nolag,strike,30,2,0.8741387650829213,0.8419186710080864,0.1332693227933503,0.442191372725313,0.3947187141216992,56979,13065,,,,
protest_7d,,model9_twostage,protest,7,1,0.813485049255928,0.7876303751105647,0.2308436714112491,0.0159647126235203,0.3758582037270562,42705,14274,,,,
protest_7d,,model9_twostage,protest,7,2,0.8663849125691425,0.8257355155296632,0.153750699157207,0.3369623494057814,0.3654204268729408,56979,13962,,,,
strike_7d,,model9_twostage,strike,7,1,0.8719311944194459,0.7780039084553414,0.1681699815161955,0.0350190809963872,0.2248143477651674,42705,14274,,,,
strike_7d,,model9_twostage,strike,7,2,0.8925938897325519,0.7851181763655467,0.0896530538679795,0.4643998059276437,0.2125769946998997,56979,13962,,,,
strike_30d,,model9_twostage,strike,30,1,0.8426272904389558,0.8325030371366736,0.1562403893078943,0.3476646967025644,0.3975760123301107,42705,14274,,,,
strike_30d,,model9_twostage,strike,30,2,0.8558644500960189,0.8372025509938394,0.149400123306114,0.3746747117093429,0.3947187141216992,56979,13065,,,,
protest_7d,,model_lr_nolag,protest,7,1,0.7334457014211312,0.6453860151745391,0.3147904792963121,-0.34188187990598373,0.3758582037270562,42705,14274,,,,
protest_7d,,model_lr_nolag,protest,7,2,0.7457081850785732,0.6656686305786518,0.28592250966499294,-0.23301806170286476,0.36542042687294085,56979,13962,,,,
strike_7d,,model_lr_nolag,strike,7,1,0.7763044290395982,0.6254170131256472,0.4303386492069222,-1.4693383530786481,0.22481434776516743,42705,14274,,,,
strike_7d,,model_lr_nolag,strike,7,2,0.8432102698016609,0.6893852935417137,0.12010361683379464,0.2824837781912133,0.21257699469989974,56979,13962,,,,
strike_30d,,model_lr_nolag,strike,30,1,0.7975069532211767,0.7702361583463938,0.19601752815203735,0.18158707716294664,0.3975760123301107,42705,14274,,,,
strike_30d,,model_lr_nolag,strike,30,2,0.7645590079986159,0.6790939208294151,0.2812023760006312,-0.17699338494064198,0.3947187141216992,56979,13065,,,,
