iso3,year_month,protest_this_month,strike_this_month,protest_next_month,strike_next_month,n_protest_events,n_strike_events,n_protest_days,n_strike_days,n_articles,gdelt_n_raw,coverage_flag
AGO,2019-02,0,0,0,0,0,0,0,0,0,3,low
AGO,2019-03,0,0,0,1,0,0,0,0,0,1,low
AGO,2019-09,0,1,0,0,0,2,0,1,2,1,low
AGO,2019-12,0,0,0,0,0,0,0,0,0,1,low
AGO,2020-01,0,0,0,0,0,0,0,0,0,6,low
AGO,2020-04,0,0,0,0,0,0,0,0,0,1,low
ALB,2018-01,1,0,1,0,22,0,11,0,140,29,low
ALB,2018-02,1,0,1,0,16,0,7,0,16,16,low
ALB,2018-03,1,0,1,0,14,0,6,0,24,25,low
ALB,2018-04,1,0,1,0,7,0,4,0,29,18,low
ALB,2018-05,1,0,1,0,6,0,2,0,8,5,low
ALB,2018-06,1,0,0,0,5,0,3,0,5,3,low
ALB,2018-07,0,0,0,0,0,0,0,0,0,1,low
ALB,2018-08,0,0,1,0,0,0,0,0,0,1,low
ALB,2018-11,1,0,1,0,4,0,2,0,8,5,low
ALB,2018-12,1,0,0,1,12,0,5,0,62,9,low
ALB,2019-01,0,1,1,0,0,2,0,1,2,2,low
ALB,2019-02,1,0,1,0,6,0,3,0,38,15,low
ALB,2019-03,1,0,1,0,9,0,5,0,33,10,low
ALB,2019-04,1,0,1,0,7,0,3,0,11,5,low
ALB,2019-05,1,0,1,0,6,0,3,0,48,8,low
ALB,2019-06,1,0,0,0,8,0,4,0,22,8,low
ALB,2019-07,0,0,1,0,0,0,0,0,0,2,low
ALB,2019-12,1,0,0,0,2,0,1,0,6,3,low
ALB,2020-02,0,0,0,0,0,0,0,0,0,1,low
ALB,2020-03,0,0,1,0,0,0,0,0,0,1,low
ALB,2020-05,1,0,0,0,2,0,1,0,4,2,low
ALB,2020-06,0,0,0,0,0,0,0,0,0,1,low
ARE,2018-01,1,0,0,0,2,0,1,0,2,2,low
ARE,2018-03,0,0,0,0,0,0,0,0,0,1,low
ARE,2018-05,0,0,0,0,0,0,0,0,0,1,low
ARE,2018-06,0,0,0,0,0,0,0,0,0,1,low
ARE,2018-07,0,0,0,0,0,0,0,0,0,1,low
ARE,2018-09,0,0,0,0,0,0,0,0,0,1,low
ARE,2018-10,0,0,1,0,0,0,0,0,0,3,low
ARE,2018-11,1,0,0,1,2,0,1,0,2,7,low
ARE,2018-12,0,1,0,1,0,2,0,1,2,1,low
ARE,2019-01,0,1,1,0,0,1,0,1,1,2,low
ARE,2019-03,1,0,1,1,2,0,1,0,4,11,low
ARE,2019-04,1,1,0,0,2,2,1,1,4,8,low
ARE,2019-06,0,0,0,1,0,0,0,0,0,1,low
ARE,2019-07,0,1,1,1,0,6,0,3,10,4,low
ARE,2019-09,1,1,1,0,6,4,3,2,14,5,low
ARE,2019-10,1,0,0,0,3,0,2,0,3,12,low
ARE,2019-11,0,0,1,0,0,0,0,0,0,7,low
ARE,2019-12,1,0,1,0,2,0,1,0,2,4,low
ARE,2020-01,1,0,0,0,2,0,1,0,2,12,low
ARE,2020-03,0,0,0,0,0,0,0,0,0,2,low
ARE,2020-04,0,0,0,0,0,0,0,0,0,2,low
ARE,2020-05,0,0,0,0,0,0,0,0,0,2,low
ARE,2020-09,0,0,0,0,0,0,0,0,0,1,low
ARG,2018-01,0,0,1,0,0,0,0,0,0,3,low
ARG,2018-02,1,0,1,1,2,0,1,0,2,2,low
ARG,2018-03,1,1,0,0,6,2,2,1,10,5,low
ARG,2018-04,0,0,1,0,0,0,0,0,0,1,low
ARG,2018-05,1,0,1,0,4,0,1,0,4,4,low
ARG,2018-06,1,0,1,0,3,0,2,0,3,7,low
ARG,2018-07,1,0,1,0,4,0,2,0,8,5,low
ARG,2018-08,1,0,1,1,6,0,3,0,7,5,low
ARG,2018-09,1,1,1,0,4,4,2,2,20,6,low
ARG,2018-10,1,0,1,1,4,0,2,0,8,3,low
ARG,2018-11,1,1,0,0,5,4,3,2,57,10,low
ARG,2018-12,0,0,1,0,0,0,0,0,0,9,low
ARG,2019-01,1,0,0,0,2,0,1,0,4,5,low
ARG,2019-02,0,0,1,1,0,0,0,0,0,4,low
ARG,2019-03,1,1,1,1,2,2,1,1,4,8,low
ARG,2019-04,1,1,0,0,6,2,3,1,18,7,low
ARG,2019-05,0,0,0,0,0,0,0,0,0,2,low
ARG,2019-06,0,0,0,0,0,0,0,0,0,1,low
ARG,2019-09,0,0,0,0,0,0,0,0,0,3,low
ARG,2019-10,0,0,1,0,0,0,0,0,0,2,low
ARG,2019-11,1,0,0,0,4,0,2,0,4,2,low
ARG,2020-01,0,0,0,1,0,0,0,0,0,1,low
ARG,2020-03,0,1,0,0,0,2,0,1,2,3,low
ARG,2020-05,0,0,0,0,0,0,0,0,0,3,low
ARG,2020-06,0,0,1,0,0,0,0,0,0,1,low
ARG,2020-07,1,0,1,0,2,0,1,0,4,2,low
ARG,2020-08,1,0,1,1,2,0,1,0,2,3,low
ARG,2020-09,1,1,1,0,2,2,1,1,4,2,low
ARG,2020-10,1,0,0,0,2,0,1,0,2,4,low
ARG,2020-11,0,0,0,0,0,0,0,0,0,1,low
ARM,2018-01,1,1,0,1,2,1,2,1,3,8,low
ARM,2018-02,0,1,1,0,0,2,0,1,6,5,low
ARM,2018-03,1,0,1,1,2,0,1,0,2,4,low
ARM,2018-04,1,1,1,1,38,4,18,2,4087,190,high
ARM,2018-05,1,1,1,1,23,4,11,2,487,97,medium
ARM,2018-06,1,1,0,0,4,2,2,1,6,6,low
ARM,2018-07,0,0,1,0,0,0,0,0,0,4,low
ARM,2018-08,1,0,1,0,8,0,5,0,22,20,low
ARM,2018-09,1,0,1,0,2,0,1,0,2,1,low
ARM,2018-10,1,0,1,0,4,0,2,0,20,11,low
ARM,2018-11,1,0,1,0,2,0,1,0,2,3,low
ARM,2018-12,1,0,1,0,6,0,3,0,6,4,low
ARM,2019-03,1,0,0,1,6,0,3,0,6,3,low
ARM,2019-04,0,1,1,0,0,1,0,1,1,5,low
ARM,2019-05,1,0,0,0,2,0,1,0,4,3,low
ARM,2019-07,0,0,0,0,0,0,0,0,0,1,low
ARM,2019-08,0,0,0,0,0,0,0,0,0,1,low
ARM,2019-09,0,0,1,0,0,0,0,0,0,3,low
ARM,2019-10,1,0,1,0,1,0,1,0,1,2,low
ARM,2019-11,1,0,1,0,2,0,1,0,2,1,low
ARM,2019-12,1,0,1,0,2,0,1,0,2,1,low
ARM,2020-01,1,0,1,1,6,0,3,0,6,3,low
ARM,2020-02,1,1,0,0,2,2,1,1,6,3,low
ARM,2020-03,0,0,0,0,0,0,0,0,0,1,low
ARM,2020-04,0,0,1,0,0,0,0,0,0,1,low
ARM,2020-05,1,0,1,0,4,0,2,0,4,5,low
ARM,2020-06,1,0,1,0,4,0,1,0,12,7,low
ARM,2020-07,1,0,1,0,1,0,1,0,1,2,low
ARM,2020-08,1,0,0,0,4,0,2,0,6,3,low
ARM,2020-10,0,0,1,0,0,0,0,0,0,1,low
ARM,2020-11,1,0,0,0,11,0,5,0,81,24,low
ASM,2018-04,0,0,0,0,0,0,0,0,0,1,low
ASM,2019-08,0,0,0,0,0,0,0,0,0,1,low
AUS,2018-01,1,1,1,1,30,22,16,12,754,140,high
AUS,2018-02,1,1,1,1,34,19,12,12,100,78,medium
AUS,2018-03,1,1,1,1,51,50,20,17,199,153,high
AUS,2018-04,1,1,1,1,37,13,13,7,102,57,medium
AUS,2018-05,1,1,1,1,26,14,11,7,134,61,medium
AUS,2018-06,1,1,1,1,36,18,11,7,123,39,medium
AUS,2018-07,1,1,1,1,38,15,14,7,207,65,medium
AUS,2018-08,1,1,1,1,31,54,11,24,445,79,medium
AUS,2018-09,1,1,1,1,67,26,20,9,359,81,medium
AUS,2018-10,1,1,1,1,37,41,17,20,481,78,medium
AUS,2018-11,1,1,1,1,34,21,16,8,384,97,medium
AUS,2018-12,1,1,1,1,26,11,10,7,143,75,medium
AUS,2019-01,1,1,1,1,49,37,20,18,1103,117,high
AUS,2019-02,1,1,1,1,21,6,8,2,39,307,high
AUS,2019-03,1,1,1,1,34,33,15,14,336,102,high
AUS,2019-04,1,1,1,1,54,15,21,6,803,114,high
AUS,2019-05,1,1,1,1,26,10,12,5,143,62,medium
AUS,2019-06,1,1,1,1,33,21,13,10,163,47,medium
AUS,2019-07,1,1,1,1,48,33,19,14,349,71,medium
AUS,2019-08,1,1,1,1,20,23,9,10,302,58,medium
AUS,2019-09,1,1,1,1,60,13,22,6,1120,137,high
AUS,2019-10,1,1,1,1,54,10,28,5,1840,160,high
AUS,2019-11,1,1,1,1,56,9,20,5,1120,92,medium
AUS,2019-12,1,1,1,1,40,28,15,16,304,63,medium
AUS,2020-01,1,1,1,1,23,2,11,1,309,94,medium
AUS,2020-02,1,1,1,1,24,24,9,11,139,189,high
AUS,2020-03,1,1,1,1,2,5,1,3,7,22,low
AUS,2020-04,1,1,1,1,15,21,6,10,71,37,medium
AUS,2020-05,1,1,1,1,25,25,10,8,472,46,medium
AUS,2020-06,1,1,1,1,42,20,25,9,4961,266,high
AUS,2020-07,1,1,1,1,23,12,10,5,154,58,medium
AUS,2020-08,1,1,1,1,19,14,10,6,155,64,medium
AUS,2020-09,1,1,1,1,33,12,16,6,352,83,medium
AUS,2020-10,1,1,1,1,23,12,10,5,61,51,medium
AUS,2020-11,1,1,0,0,9,4,5,2,31,23,low
AUT,2018-01,1,0,0,0,2,0,1,0,8,11,low
AUT,2018-03,0,0,1,0,0,0,0,0,0,2,low
AUT,2018-05,1,0,1,0,2,0,1,0,2,1,low
AUT,2018-06,1,0,1,0,2,0,1,0,4,1,low
AUT,2018-07,1,0,1,0,2,0,1,0,4,1,low
AUT,2018-09,1,0,0,0,2,0,1,0,2,2,low
AUT,2018-10,0,0,0,0,0,0,0,0,0,1,low
AUT,2018-12,0,0,1,0,0,0,0,0,0,1,low
AUT,2019-01,1,0,0,0,4,0,2,0,4,3,low
AUT,2019-04,0,0,1,0,0,0,0,0,0,1,low
AUT,2019-05,1,0,0,0,1,0,1,0,3,3,low
AUT,2019-06,0,0,0,1,0,0,0,0,0,2,low
AUT,2019-07,0,1,0,0,0,2,0,1,2,1,low
AUT,2019-11,0,0,1,0,0,0,0,0,0,1,low
AUT,2020-02,1,0,1,0,2,0,1,0,2,1,low
AUT,2020-04,1,0,1,0,2,0,1,0,2,1,low
AUT,2020-06,1,0,0,0,1,0,1,0,4,5,low
AUT,2020-11,0,0,0,0,0,0,0,0,0,2,low
AZE,2018-04,0,1,0,0,0,2,0,1,2,1,low
AZE,2018-10,0,0,0,0,0,0,0,0,0,3,low
AZE,2018-12,0,0,1,0,0,0,0,0,0,1,low
AZE,2019-01,1,0,0,0,2,0,1,0,2,3,low
AZE,2019-02,0,0,0,0,0,0,0,0,0,1,low
AZE,2019-03,0,0,0,0,0,0,0,0,0,1,low
AZE,2019-04,0,0,1,0,0,0,0,0,0,1,low
AZE,2019-07,1,0,1,0,2,0,1,0,2,3,low
AZE,2019-10,1,0,0,0,8,0,3,0,22,5,low
AZE,2019-11,0,0,1,0,0,0,0,0,0,2,low
AZE,2020-02,1,0,1,0,2,0,1,0,4,4,low
AZE,2020-06,1,0,0,0,2,0,1,0,2,1,low
AZE,2020-07,0,0,1,0,0,0,0,0,0,2,low
AZE,2020-09,1,0,0,0,2,0,1,0,4,2,low
AZE,2020-10,0,0,1,0,0,0,0,0,0,1,low
AZE,2020-11,1,0,0,0,2,0,1,0,2,1,low
BDI,2018-02,1,0,0,0,2,0,1,0,2,1,low
BDI,2018-05,0,0,0,0,0,0,0,0,0,2,low
BDI,2018-08,0,0,0,0,0,0,0,0,0,1,low
BDI,2018-09,0,0,0,0,0,0,0,0,0,2,low
BDI,2019-02,0,0,0,0,0,0,0,0,0,1,low
BDI,2019-03,0,0,0,0,0,0,0,0,0,1,low
BDI,2019-12,0,0,0,0,0,0,0,0,0,3,low
BDI,2020-01,0,0,0,0,0,0,0,0,0,1,low
BDI,2020-02,0,0,0,0,0,0,0,0,0,2,low
BDI,2020-04,0,0,0,0,0,0,0,0,0,3,low
BDI,2020-05,0,0,0,0,0,0,0,0,0,3,low
BEL,2018-01,1,1,0,1,4,3,3,2,7,6,low
BEL,2018-02,0,1,1,0,0,2,0,1,2,3,low
BEL,2018-03,1,0,1,0,2,0,1,0,2,3,low
BEL,2018-04,1,0,1,1,2,0,1,0,2,3,low
BEL,2018-05,1,1,1,0,2,4,1,2,18,12,low
BEL,2018-06,1,0,1,1,2,0,1,0,2,2,low
BEL,2018-07,1,1,0,1,1,2,1,1,5,5,low
BEL,2018-08,0,1,1,1,0,2,0,1,12,8,low
BEL,2018-09,1,1,1,0,2,2,1,1,16,15,low
BEL,2018-10,1,0,1,0,10,0,5,0,20,9,low
BEL,2018-11,1,0,1,0,16,0,8,0,156,15,low
BEL,2018-12,1,0,1,1,15,0,8,0,166,38,medium
BEL,2019-01,1,1,1,1,16,1,8,1,260,26,low
BEL,2019-02,1,1,1,1,17,4,8,2,70,25,low
BEL,2019-03,1,1,1,1,1,2,1,1,6,9,low
BEL,2019-04,1,1,1,0,3,2,2,1,5,4,low
BEL,2019-05,1,0,1,0,6,0,3,0,14,5,low
BEL,2019-06,1,0,1,0,10,0,5,0,19,6,low
BEL,2019-07,1,0,0,1,7,0,3,0,9,5,low
BEL,2019-08,0,1,1,1,0,2,0,1,2,1,low
BEL,2019-09,1,1,1,0,5,2,3,1,9,4,low
BEL,2019-10,1,0,1,1,6,0,4,0,8,5,low
BEL,2019-11,1,1,1,0,6,4,3,2,26,11,low
BEL,2019-12,1,0,1,0,10,0,4,0,16,12,low
BEL,2020-01,1,0,1,0,8,0,4,0,26,8,low
BEL,2020-02,1,0,1,0,6,0,3,0,16,7,low
BEL,2020-03,1,0,0,0,2,0,1,0,4,2,low
BEL,2020-04,0,0,0,0,0,0,0,0,0,2,low
BEL,2020-05,0,0,1,1,0,0,0,0,0,4,low
BEL,2020-06,1,1,1,1,24,2,11,1,286,26,low
BEL,2020-07,1,1,1,0,5,2,3,1,7,6,low
BEL,2020-08,1,0,0,0,1,0,1,0,1,3,low
BEL,2020-09,0,0,0,0,0,0,0,0,0,3,low
BEL,2020-10,0,0,0,0,0,0,0,0,0,3,low
BEL,2020-11,0,0,0,0,0,0,0,0,0,1,low
BEN,2018-01,1,1,1,0,2,1,1,1,3,5,low
BEN,2018-02,1,0,0,0,2,0,1,0,4,2,low
BEN,2018-03,0,0,1,1,0,0,0,0,0,1,low
BEN,2018-04,1,1,0,0,4,2,2,1,8,4,low
BEN,2018-05,0,0,1,0,0,0,0,0,0,2,low
BEN,2018-06,1,0,0,0,2,0,1,0,2,1,low
BEN,2018-07,0,0,0,0,0,0,0,0,0,4,low
BEN,2018-08,0,0,0,0,0,0,0,0,0,1,low
BEN,2018-09,0,0,1,0,0,0,0,0,0,3,low
BEN,2018-10,1,0,1,1,4,0,2,0,6,2,low
BEN,2018-11,1,1,0,0,5,2,3,1,9,4,low
BEN,2019-01,0,0,0,0,0,0,0,0,0,1,low
BEN,2019-02,0,0,1,0,0,0,0,0,0,1,low
BEN,2019-04,1,0,1,0,2,0,1,0,10,1,low
BEN,2019-05,1,0,1,0,2,0,1,0,2,6,low
BEN,2019-06,1,0,0,0,1,0,1,0,1,2,low
BEN,2019-07,0,0,0,0,0,0,0,0,0,1,low
BEN,2019-09,0,0,0,1,0,0,0,0,0,1,low
BEN,2019-10,0,1,1,0,0,2,0,1,2,1,low
BEN,2020-02,1,0,1,0,2,0,1,0,2,1,low
BEN,2020-03,1,0,0,0,2,0,1,0,2,1,low
BEN,2020-05,0,0,0,0,0,0,0,0,0,1,low
BEN,2020-06,0,0,1,0,0,0,0,0,0,2,low
BEN,2020-07,1,0,1,0,2,0,1,0,3,2,low
BEN,2020-09,1,0,1,0,2,0,1,0,2,1,low
BEN,2020-10,1,0,0,0,9,0,5,0,54,12,low
BFA,2018-02,0,0,0,0,0,0,0,0,0,1,low
BFA,2018-03,0,0,0,0,0,0,0,0,0,1,low
BFA,2018-04,0,0,0,0,0,0,0,0,0,1,low
BFA,2018-07,0,0,0,0,0,0,0,0,0,1,low
BFA,2018-08,0,0,0,0,0,0,0,0,0,2,low
BFA,2018-09,0,0,0,0,0,0,0,0,0,3,low
BFA,2018-11,0,0,0,0,0,0,0,0,0,1,low
BFA,2018-12,0,0,0,0,0,0,0,0,0,1,low
BFA,2019-04,0,0,0,0,0,0,0,0,0,3,low
BFA,2019-05,0,0,0,1,0,0,0,0,0,1,low
BFA,2019-06,0,1,0,0,0,4,0,2,8,3,low
BFA,2019-07,0,0,0,0,0,0,0,0,0,1,low
BFA,2019-10,0,0,0,0,0,0,0,0,0,1,low
BFA,2019-12,0,0,0,0,0,0,0,0,0,3,low
BFA,2020-01,0,0,0,0,0,0,0,0,0,2,low
BFA,2020-03,0,0,0,0,0,0,0,0,0,2,low
BFA,2020-09,0,0,0,0,0,0,0,0,0,4,low
BFA,2020-10,0,0,0,0,0,0,0,0,0,1,low
BGD,2018-01,1,1,1,0,22,1,11,1,48,41,medium
BGD,2018-02,1,0,1,1,42,0,17,0,337,39,medium
BGD,2018-03,1,1,1,1,30,4,12,2,88,30,medium
BGD,2018-04,1,1,1,1,26,6,13,3,532,56,medium
BGD,2018-05,1,1,1,1,10,1,5,1,31,34,medium
BGD,2018-06,1,1,1,1,4,2,2,1,35,27,low
BGD,2018-07,1,1,1,1,27,9,12,5,939,60,medium
BGD,2018-08,1,1,1,1,60,2,25,1,3503,179,high
BGD,2018-09,1,1,1,1,23,2,11,1,90,34,medium
BGD,2018-10,1,1,1,0,32,10,13,6,119,41,medium
BGD,2018-11,1,0,1,1,22,0,10,0,73,30,medium
BGD,2018-12,1,1,1,1,12,4,5,1,24,20,low
BGD,2019-01,1,1,1,1,32,30,16,14,816,76,medium
BGD,2019-02,1,1,1,1,10,4,5,2,18,16,low
BGD,2019-03,1,1,1,1,30,6,15,3,165,42,medium
BGD,2019-04,1,1,1,1,21,7,7,4,70,32,medium
BGD,2019-05,1,1,1,1,22,7,10,5,45,32,medium
BGD,2019-06,1,1,1,1,14,10,7,5,68,13,low
BGD,2019-07,1,1,1,1,21,2,10,1,95,89,medium
BGD,2019-08,1,1,1,1,4,2,2,1,6,23,low
BGD,2019-09,1,1,1,1,18,4,8,2,36,34,medium
BGD,2019-10,1,1,1,1,24,9,14,4,373,70,medium
BGD,2019-11,1,1,1,1,10,8,5,3,74,27,low
BGD,2019-12,1,1,1,0,16,20,7,9,140,29,low
BGD,2020-01,1,0,1,1,7,0,4,0,16,10,low
BGD,2020-02,1,1,1,0,12,2,6,1,36,19,low
BGD,2020-03,1,0,1,1,6,0,3,0,9,10,low
BGD,2020-04,1,1,1,0,14,10,7,5,103,33,medium
BGD,2020-05,1,0,1,1,9,0,5,0,9,17,low
BGD,2020-06,1,1,1,1,4,2,2,1,8,29,low
BGD,2020-07,1,1,0,0,12,4,5,2,20,87,medium
BGD,2020-08,0,0,1,0,0,0,0,0,0,50,medium
BGD,2020-09,1,0,1,0,1,0,1,0,2,20,low
BGD,2020-10,1,0,1,0,13,0,6,0,181,33,medium
BGD,2020-11,1,0,0,0,6,0,3,0,89,17,low
BGR,2018-01,1,0,1,0,1,0,1,0,1,2,low
BGR,2018-06,1,0,1,0,2,0,1,0,2,2,low
BGR,2018-07,1,0,0,0,1,0,1,0,1,5,low
BGR,2018-09,0,0,1,0,0,0,0,0,0,1,low
BGR,2018-11,1,0,0,0,9,0,5,0,33,11,low
BGR,2018-12,0,0,1,0,0,0,0,0,0,1,low
BGR,2019-02,1,0,1,0,2,0,1,0,2,1,low
BGR,2019-03,1,0,0,0,2,0,1,0,2,2,low
BGR,2019-06,0,0,1,0,0,0,0,0,0,1,low
BGR,2019-09,1,0,1,0,4,0,2,0,4,2,low
BGR,2019-10,1,0,1,0,2,0,1,0,2,1,low
BGR,2020-01,1,0,0,0,2,0,1,0,2,1,low
BGR,2020-02,0,0,0,0,0,0,0,0,0,1,low
BGR,2020-04,0,0,0,0,0,0,0,0,0,1,low
BGR,2020-05,0,0,1,0,0,0,0,0,0,1,low
BGR,2020-07,1,0,1,0,35,0,17,0,329,37,medium
BGR,2020-08,1,0,1,0,15,0,8,0,51,17,low
BGR,2020-09,1,0,1,0,4,0,2,0,18,11,low
BGR,2020-10,1,0,1,0,4,0,2,0,4,8,low
BGR,2020-11,1,0,0,0,2,0,1,0,2,1,low
BHR,2018-01,1,0,1,0,2,0,1,0,2,2,low
BHR,2018-02,1,0,1,0,2,0,1,0,2,6,low
BHR,2018-03,1,0,1,0,2,0,1,0,4,7,low
BHR,2018-04,1,0,1,0,2,0,1,0,2,2,low
BHR,2018-05,1,0,1,1,2,0,1,0,2,1,low
BHR,2018-06,1,1,1,1,6,2,3,1,10,10,low
BHR,2018-07,1,1,1,0,4,4,2,2,12,6,low
BHR,2018-08,1,0,0,0,4,0,2,0,4,8,low
BHR,2018-09,0,0,1,0,0,0,0,0,0,1,low
BHR,2018-10,1,0,1,0,9,0,5,0,23,7,low
BHR,2018-11,1,0,1,0,10,0,5,0,58,10,low
BHR,2018-12,1,0,0,0,2,0,1,0,2,3,low
BHR,2019-01,0,0,0,1,0,0,0,0,0,1,low
BHR,2019-02,0,1,0,0,0,4,0,2,8,3,low
BHR,2019-03,0,0,1,0,0,0,0,0,0,1,low
BHR,2019-04,1,0,1,0,3,0,2,0,3,14,low
BHR,2019-05,1,0,1,0,4,0,2,0,4,5,low
BHR,2019-06,1,0,1,0,4,0,1,0,4,4,low
BHR,2019-07,1,0,0,0,4,0,2,0,26,10,low
BHR,2019-08,0,0,0,0,0,0,0,0,0,2,low
BHR,2019-09,0,0,1,0,0,0,0,0,0,2,low
BHR,2019-10,1,0,1,0,6,0,3,0,10,3,low
BHR,2019-11,1,0,1,0,2,0,1,0,2,3,low
BHR,2019-12,1,0,1,0,2,0,1,0,2,2,low
BHR,2020-01,1,0,1,0,2,0,1,0,2,4,low
BHR,2020-02,1,0,0,0,2,0,1,0,2,4,low
BHR,2020-04,0,0,0,1,0,0,0,0,0,3,low
BHR,2020-05,0,1,1,1,0,1,0,1,1,3,low
BHR,2020-06,1,1,1,0,2,2,1,1,4,4,low
BHR,2020-07,1,0,0,0,4,0,2,0,4,2,low
BHR,2020-08,0,0,0,1,0,0,0,0,0,2,low
BHR,2020-09,0,1,0,0,0,1,0,1,1,3,low
BHR,2020-10,0,0,0,0,0,0,0,0,0,2,low
BHS,2018-01,1,0,0,0,1,0,1,0,1,1,low
BHS,2018-02,0,0,1,1,0,0,0,0,0,1,low
BHS,2018-03,1,1,0,1,2,2,1,1,4,4,low
BHS,2018-04,0,1,0,0,0,6,0,3,18,3,low
BHS,2018-05,0,0,0,0,0,0,0,0,0,2,low
BHS,2018-06,0,0,1,0,0,0,0,0,0,2,low
BHS,2018-07,1,0,0,0,2,0,1,0,2,3,low
BHS,2018-08,0,0,0,1,0,0,0,0,0,2,low
BHS,2018-09,0,1,1,1,0,2,0,1,2,5,low
BHS,2018-10,1,1,1,1,4,4,2,2,16,4,low
BHS,2018-11,1,1,1,1,4,2,1,1,18,12,low
BHS,2018-12,1,1,1,1,4,22,2,11,170,15,low
BHS,2019-01,1,1,1,0,8,4,3,2,16,8,low
BHS,2019-02,1,0,0,1,4,0,2,0,6,5,low
BHS,2019-03,0,1,0,1,0,2,0,1,2,1,low
BHS,2019-04,0,1,1,1,0,4,0,2,10,6,low
BHS,2019-05,1,1,0,0,4,6,2,3,14,7,low
BHS,2019-06,0,0,0,1,0,0,0,0,0,1,low
BHS,2019-08,0,1,0,0,0,6,0,3,36,8,low
BHS,2019-09,0,0,0,0,0,0,0,0,0,64,medium
BHS,2019-10,0,0,0,1,0,0,0,0,0,3,low
BHS,2019-11,0,1,0,0,0,2,0,1,2,5,low
BHS,2019-12,0,0,0,0,0,0,0,0,0,2,low
BHS,2020-01,0,0,0,1,0,0,0,0,0,2,low
BHS,2020-02,0,1,0,0,0,5,0,3,21,5,low
BHS,2020-03,0,0,0,0,0,0,0,0,0,1,low
BHS,2020-05,0,0,1,1,0,0,0,0,0,1,low
BHS,2020-06,1,1,0,0,6,2,3,1,26,6,low
BHS,2020-07,0,0,0,1,0,0,0,0,0,1,low
BHS,2020-08,0,1,1,1,0,2,0,1,2,4,low
BHS,2020-09,1,1,0,0,4,2,1,1,6,4,low
BHS,2020-10,0,0,0,0,0,0,0,0,0,1,low
BIH,2018-03,0,0,0,0,0,0,0,0,0,1,low
BIH,2018-05,0,0,0,0,0,0,0,0,0,3,low
BIH,2018-06,0,0,1,0,0,0,0,0,0,1,low
BIH,2018-07,1,0,1,0,4,0,2,0,8,4,low
BIH,2018-08,1,0,0,0,2,0,1,0,2,2,low
BIH,2018-10,0,0,1,0,0,0,0,0,0,1,low
BIH,2018-12,1,0,0,0,4,0,2,0,10,5,low
BIH,2019-01,0,0,0,0,0,0,0,0,0,1,low
BIH,2019-02,0,0,1,0,0,0,0,0,0,1,low
BIH,2019-05,1,0,1,0,2,0,1,0,2,4,low
BIH,2019-06,1,0,0,0,1,0,1,0,1,2,low
BIH,2019-09,0,0,1,0,0,0,0,0,0,1,low
