feature,importance,model_name
num__oil_brent_pct_14d,0.0041070692241191,model5_xgb
num__yield_us10y,0.004020350985229,model5_xgb
num__fx_vol_30d_z,0.0040102181956171,model5_xgb
fe__country_iso3_ESP,0.0038665616884827,model5_xgb
num__fx_pct_30d_x_instability,0.0038414942100644,model5_xgb
num__copper_pct_90d,0.0038217001128941,model5_xgb
num__oil_brent_pct_30d_lag90d,0.0038101095706224,model5_xgb
num__gta_30d_count_z,0.0036562881432473,model5_xgb
num__platinum_pct_30d,0.003607761580497,model5_xgb
num__platinum_pct_30d_x_plat_prod,0.0035604732111096,model5_xgb
num__natgas_pct_30d,0.0035341754555702,model5_xgb
num__gold_pct_30d,0.0035321037285029,model5_xgb
num__gta_liberalising_events_z,0.0035168898757547,model5_xgb
num__fao_cereals_index_yoy,0.0034473284613341,model5_xgb
fe__country_iso3_MAR,0.0034438376314938,model5_xgb
num__fx_pct_90d,0.0034103943035006,model5_xgb
num__fx_pct_30d_lag30d,0.0033857938833534,model5_xgb
fe__country_iso3_PER,0.0033641778863966,model5_xgb
num__energy_cpi_inflation_z,0.0033510150387883,model5_xgb
num__oil_brent_pct_30d_x_net_importer,0.0033433334901928,model5_xgb
num__fao_oils_index_yoy,0.0033171451650559,model5_xgb
fe__country_iso3_MOZ,0.0032685108017176,model5_xgb
num__oil_brent_pct_30d_lag30d,0.0031862147152423,model5_xgb
num__fx_pct_7d,0.0031763506121933,model5_xgb
num__oil_brent_pct_30d_x_inflation,0.0031237532384693,model5_xgb
num__fx_pct_30d_lag60d,0.003119284287095,model5_xgb
num__fx_pct_30d_z,0.0031086488161236,model5_xgb
num__fx_pct_30d,0.0030977921560406,model5_xgb
fe__country_iso3_ZAF,0.0030046768952161,model5_xgb
num__silver_pct_30d,0.0029629017226397,model5_xgb
num__vix_pct_30d,0.0029270811937749,model5_xgb
num__oil_brent_pct_30d,0.0028097094036638,model5_xgb
num__vix_pct_30d_lag30d,0.0027229702100157,model5_xgb
num__fao_food_index_yoy,0.0026526257861405,model5_xgb
num__fao_cereals_index_yoy_lag1m,0.0026099071837961,model5_xgb
num__fao_food_index_yoy_lag3m,0.0025483933277428,model5_xgb
num__vix_7d_ma,0.002457414753735,model5_xgb
num__fao_cereals_index_yoy_lag3m,0.0024380963295698,model5_xgb
num__oil_brent_pct_30d_z,0.0022605413105338,model5_xgb
fe__country_iso3_CAN,0.0021993261761963,model5_xgb
num__vix_level,0.0021086486522108,model5_xgb
num__inflation_accel,0.0020232468377798,model5_xgb
num__copper_pct_30d,0.0019633879419416,model5_xgb
fe__country_iso3_AUS,0.0018040167633444,model5_xgb
num__fx_trend_consistent,0.0012700790539383,model5_xgb
num__fao_cereals_index_yoy_lag6m,0.0010061624925583,model5_xgb
fe__country_iso3_USA,0.0,model5_xgb
num__covid_period,0.0,model5_xgb
num__fao_cereals_index_yoy_above90,0.0,model5_xgb
num__fao_food_index_yoy_above90,0.0,model5_xgb
fe__country_iso3_POL,0.0,model5_xgb
fe__country_iso3_SWE,0.0,model5_xgb
fe__country_iso3_GBR,0.0,model5_xgb
fe__country_iso3_BRA,0.0,model5_xgb
fe__country_iso3_IND,0.0,model5_xgb
fe__country_iso3_IDN,0.0,model5_xgb
fe__country_iso3_ZWE,0.0,model5_xgb
fe__country_iso3_TUR,0.0,model5_xgb
fe__country_iso3_BOL,0.0,model5_xgb
fe__country_iso3_CHN,0.0,model5_xgb
fe__country_iso3_JPN,0.0,model5_xgb
fe__country_iso3_ITA,0.0,model5_xgb
fe__country_iso3_MEX,0.0,model5_xgb
fe__country_iso3_KEN,0.0,model5_xgb
fe__country_iso3_NLD,0.0,model5_xgb
fe__country_iso3_NOR,0.0,model5_xgb
num__gta_liberalising_events,0.0,model5_xgb
num__gta_harmful_events,0.0,model5_xgb
num__gta_90d_count,0.06459956616163254,model6_xgb_nolag
num__rule_of_law_est,0.05089843273162842,model6_xgb_nolag
num__gini_coef,0.04729538410902023,model6_xgb_nolag
num__gold_pct_30d_x_gold_prod,0.044083233922719955,model6_xgb_nolag
fe__country_iso3_IND,0.03734491020441055,model6_xgb_nolag
num__unemployment_total,0.034191254526376724,model6_xgb_nolag
num__government_effectiveness_est,0.0320051945745945,model6_xgb_nolag
num__unemployment_youth,0.029094042256474495,model6_xgb_nolag
num__political_stability_est,0.027595154941082,model6_xgb_nolag
fe__country_iso3_PHL,0.02692830190062523,model6_xgb_nolag
num__inflation_cpi_yoy_z,0.026228802278637886,model6_xgb_nolag
num__gdp_per_capita_growth,0.024810833856463432,model6_xgb_nolag
fe__country_iso3_FRA,0.024795087054371834,model6_xgb_nolag
fe__country_iso3_BOL,0.02467360906302929,model6_xgb_nolag
fe__country_iso3_ZAF,0.021788252517580986,model6_xgb_nolag
fe__country_iso3_BRA,0.021759159862995148,model6_xgb_nolag
fe__country_iso3_MYS,0.02119130641222,model6_xgb_nolag
num__gta_harmful_events_z,0.021176209673285484,model6_xgb_nolag
fe__country_iso3_KOR,0.020787086337804794,model6_xgb_nolag
num__inflation_cpi_yoy,0.018732504919171333,model6_xgb_nolag
num__gdp_growth,0.01791214570403099,model6_xgb_nolag
num__unemployment_sa,0.017222970724105835,model6_xgb_nolag
fe__country_iso3_GBR,0.017079202458262444,model6_xgb_nolag
num__voice_accountability_est,0.01613965444266796,model6_xgb_nolag
fe__country_iso3_AUS,0.015902124345302582,model6_xgb_nolag
num__unemployment_rate_z,0.015100875869393349,model6_xgb_nolag
num__fx_vol_30d,0.014729863032698631,model6_xgb_nolag
num__unemployment_rate,0.014508703723549843,model6_xgb_nolag
fe__country_iso3_IRL,0.014276565983891487,model6_xgb_nolag
fe__country_iso3_ZWE,0.012841245159506798,model6_xgb_nolag
fe__country_iso3_NAM,0.0124719999730587,model6_xgb_nolag
fe__country_iso3_MOZ,0.011819418519735336,model6_xgb_nolag
fe__country_iso3_CHL,0.01078800205141306,model6_xgb_nolag
fe__country_iso3_GRC,0.009569181129336357,model6_xgb_nolag
fe__country_iso3_CAN,0.009511485695838928,model6_xgb_nolag
num__food_cpi_inflation,0.009198401123285294,model6_xgb_nolag
fe__country_iso3_PRT,0.008529787883162498,model6_xgb_nolag
fe__country_iso3_TUR,0.007983719930052757,model6_xgb_nolag
fe__country_iso3_DEU,0.007808761205524206,model6_xgb_nolag
num__energy_cpi_inflation,0.006475883536040783,model6_xgb_nolag
fe__country_iso3_USA,0.005686549004167318,model6_xgb_nolag
num__fx_vol_30d_z,0.00555566418915987,model6_xgb_nolag
num__gta_liberalising_events_z,0.00548171391710639,model6_xgb_nolag
num__dxy_level,0.005389295052736998,model6_xgb_nolag
num__fao_oils_index_yoy_lag1m,0.005134905688464642,model6_xgb_nolag
num__fao_oils_index_yoy,0.004606572445482016,model6_xgb_nolag
fe__country_iso3_SWE,0.00424608401954174,model6_xgb_nolag
num__food_cpi_inflation_z,0.00412485096603632,model6_xgb_nolag
num__fx_pct_30d_x_instability,0.004030654672533274,model6_xgb_nolag
fe__country_iso3_ITA,0.0037922856863588095,model6_xgb_nolag
num__fao_food_index_yoy_lag1m,0.0037012207321822643,model6_xgb_nolag
num__fx_pct_30d_lag60d,0.0035214372910559177,model6_xgb_nolag
num__gta_90d_count_z,0.0031718099489808083,model6_xgb_nolag
fe__country_iso3_POL,0.0028775648679584265,model6_xgb_nolag
num__fao_cereals_index_yoy,0.0025129548739641905,model6_xgb_nolag
num__vix_pct_30d,0.0024999857414513826,model6_xgb_nolag
num__fao_cereals_index_yoy_lag6m,0.0023518542293459177,model6_xgb_nolag
num__fao_oils_index_yoy_lag3m,0.0022960191126912832,model6_xgb_nolag
fe__country_iso3_HUN,0.002182355849072337,model6_xgb_nolag
num__oil_brent_pct_30d_lag60d,0.002154845278710127,model6_xgb_nolag
num__fao_cereals_yoy_x_instability,0.0021447385661303997,model6_xgb_nolag
num__dxy_pct_30d,0.002140263095498085,model6_xgb_nolag
num__copper_pct_90d,0.002016509184613824,model6_xgb_nolag
num__dxy_vol_30d,0.0019957274198532104,model6_xgb_nolag
num__fx_pct_30d_lag30d,0.001989138312637806,model6_xgb_nolag
num__fx_pct_90d,0.0017559695988893509,model6_xgb_nolag
num__fao_food_yoy_x_youth_unemp,0.0017517264932394028,model6_xgb_nolag
num__fao_food_index_yoy_lag3m,0.001708079013042152,model6_xgb_nolag
num__fao_cereals_index_yoy_lag1m,0.0017036821227520704,model6_xgb_nolag
num__fx_trend_consistent,0.001666877418756485,model6_xgb_nolag
fe__country_iso3_PER,0.001559315249323845,model6_xgb_nolag
num__fao_oils_index_yoy_lag6m,0.001535763731226325,model6_xgb_nolag
num__copper_pct_30d,0.0014970340998843312,model6_xgb_nolag
num__month_cos,0.0014645354822278023,model6_xgb_nolag
num__fao_food_index_yoy,0.00144125462975353,model6_xgb_nolag
num__fx_vol_7d,0.001413753372617066,model6_xgb_nolag
num__energy_cpi_inflation_z,0.0013964887475594878,model6_xgb_nolag
num__fx_pct_30d,0.0013512574369087815,model6_xgb_nolag
num__oil_brent_pct_30d_x_net_importer,0.001236306386999786,model6_xgb_nolag
num__month_sin,0.0012349861208349466,model6_xgb_nolag
num__vix_7d_ma,0.0012208468979224563,model6_xgb_nolag
num__gta_30d_count,0.001153244054876268,model6_xgb_nolag
num__copper_pct_30d_x_copper_prod,0.001120616216212511,model6_xgb_nolag
num__vix_pct_30d_lag60d,0.0011160771828144789,model6_xgb_nolag
num__oil_brent_pct_30d_lag90d,0.001094995066523552,model6_xgb_nolag
num__gta_30d_count_z,0.0010931885335594416,model6_xgb_nolag
num__oil_brent_pct_30d_x_inflation,0.0010729379719123244,model6_xgb_nolag
num__fx_pct_30d_z,0.0010662630666047335,model6_xgb_nolag
num__oil_brent_pct_14d,0.00102999375667423,model6_xgb_nolag
num__gold_vol_30d,0.001010571839287877,model6_xgb_nolag
num__platinum_pct_30d,0.0010032919235527515,model6_xgb_nolag
num__vix_pct_30d_lag30d,0.0009876580443233252,model6_xgb_nolag
num__fx_pct_7d,0.0009545048233121634,model6_xgb_nolag
num__copper_vol_30d,0.000933370552957058,model6_xgb_nolag
num__oil_brent_pct_30d_lag30d,0.0009221152286045253,model6_xgb_nolag
num__silver_pct_30d,0.0008624161710031331,model6_xgb_nolag
num__vix_level,0.0008361469954252243,model6_xgb_nolag
num__natgas_pct_30d,0.0008255484281107783,model6_xgb_nolag
num__oil_brent_pct_30d,0.0007251427741721272,model6_xgb_nolag
num__oil_brent_pct_30d_z,0.0006887215422466397,model6_xgb_nolag
num__yield_us10y,0.0006811869679950178,model6_xgb_nolag
num__gold_pct_30d,0.0006175776943564415,model6_xgb_nolag
num__fao_cereals_index_yoy_lag3m,0.0005557597614824772,model6_xgb_nolag
num__fao_food_index_yoy_lag6m,0.0002574670361354947,model6_xgb_nolag
fe__country_iso3_MEX,0.0,model6_xgb_nolag
fe__country_iso3_NLD,0.0,model6_xgb_nolag
fe__country_iso3_NOR,0.0,model6_xgb_nolag
num__fao_food_index_yoy_above90,0.0,model6_xgb_nolag
num__fao_cereals_index_yoy_above90,0.0,model6_xgb_nolag
fe__country_iso3_VNM,0.0,model6_xgb_nolag
num__covid_period,0.0,model6_xgb_nolag
fe__country_iso3_THA,0.0,model6_xgb_nolag
fe__country_iso3_MAR,0.0,model6_xgb_nolag
fe__country_iso3_ESP,0.0,model6_xgb_nolag
fe__country_iso3_CHN,0.0,model6_xgb_nolag
fe__country_iso3_KEN,0.0,model6_xgb_nolag
fe__country_iso3_JPN,0.0,model6_xgb_nolag
fe__country_iso3_IDN,0.0,model6_xgb_nolag
fe__country_iso3_LAO,0.0,model6_xgb_nolag
num__gta_liberalising_events,0.0,model6_xgb_nolag
num__gta_harmful_events,0.0,model6_xgb_nolag
num__inflation_accel,0.0,model6_xgb_nolag
num__platinum_pct_30d_x_plat_prod,0.0,model6_xgb_nolag
