iso3,cowcode,year,month,protest_count,participant_sum
STP,483,2021,12,1,0.0
STP,483,2022,1,3,0.0
STP,483,2022,2,4,1000.0
STP,483,2022,5,3,0.0
STP,483,2022,8,5,0.0
STP,483,2022,9,4,0.0
STP,483,2022,10,15,0.0
STP,483,2022,12,1,0.0
SWZ,572,2018,9,2,0.0
SWZ,572,2019,5,1,3000.0
SWZ,572,2019,9,7,20000.0
SWZ,572,2019,10,2,700.0
SWZ,572,2021,6,15,500.0
SWZ,572,2021,7,2,0.0
SWZ,572,2021,10,9,0.0
SWZ,572,2021,11,1,0.0
SWZ,572,2022,1,2,0.0
SWZ,572,2022,3,6,0.0
SWZ,572,2022,5,1,2000.0
SWZ,572,2022,11,2,100.0
SYR,652,2017,1,1,0.0
SYR,652,2017,2,1,0.0
SYR,652,2017,3,1,0.0
SYR,652,2017,4,1,0.0
SYR,652,2017,5,2,0.0
SYR,652,2017,10,3,0.0
SYR,652,2018,2,3,0.0
SYR,652,2018,3,5,0.0
SYR,652,2018,4,7,0.0
SYR,652,2018,5,2,0.0
SYR,652,2018,6,1,0.0
SYR,652,2018,7,1,0.0
SYR,652,2018,8,1,0.0
SYR,652,2018,9,11,0.0
SYR,652,2018,10,4,0.0
SYR,652,2018,11,3,0.0
SYR,652,2018,12,5,0.0
SYR,652,2019,3,2,0.0
SYR,652,2019,4,3,0.0
SYR,652,2019,5,2,0.0
SYR,652,2019,8,1,0.0
SYR,652,2019,9,5,0.0
SYR,652,2019,10,1,0.0
SYR,652,2019,11,1,0.0
SYR,652,2020,1,4,30.0
SYR,652,2020,5,2,0.0
SYR,652,2020,6,37,0.0
SYR,652,2020,7,4,0.0
SYR,652,2020,8,3,0.0
SYR,652,2020,9,1,0.0
SYR,652,2020,10,2,0.0
SYR,652,2021,1,1,0.0
SYR,652,2021,3,1,2000.0
SYR,652,2021,4,1,0.0
SYR,652,2021,5,12,0.0
SYR,652,2021,6,1,0.0
SYR,652,2021,7,1,0.0
SYR,652,2021,9,5,125.0
SYR,652,2021,10,4,0.0
SYR,652,2022,2,6,300.0
SYR,652,2022,9,1,0.0
SYR,652,2022,12,6,0.0
TGO,461,2017,2,1,0.0
TGO,461,2017,3,3,0.0
TGO,461,2017,6,1,0.0
TGO,461,2017,8,1,0.0
TGO,461,2017,9,13,101000.0
TGO,461,2017,10,11,0.0
TGO,461,2017,11,2,10000.0
TGO,461,2017,12,2,0.0
TGO,461,2018,1,2,0.0
TGO,461,2018,2,1,0.0
TGO,461,2018,6,1,0.0
TGO,461,2018,9,1,50.0
TGO,461,2018,11,5,1000.0
TGO,461,2018,12,7,0.0
TGO,461,2019,4,5,0.0
TGO,461,2021,10,1,0.0
THA,800,2017,2,2,0.0
THA,800,2017,12,1,0.0
THA,800,2018,1,3,400.0
THA,800,2018,2,5,400.0
THA,800,2018,3,3,400.0
THA,800,2018,4,4,1000.0
THA,800,2018,5,10,600.0
THA,800,2018,9,2,0.0
THA,800,2018,10,1,150.0
THA,800,2019,1,11,470.0
THA,800,2019,4,1,0.0
THA,800,2019,9,7,0.0
THA,800,2019,12,4,0.0
THA,800,2020,1,6,10000.0
THA,800,2020,2,2,2000.0
THA,800,2020,3,1,0.0
THA,800,2020,6,1,0.0
THA,800,2020,7,16,5075.0
THA,800,2020,8,40,44105.0
THA,800,2020,9,26,123400.0
THA,800,2020,10,152,92300.0
THA,800,2020,11,50,56600.0
THA,800,2020,12,10,23100.0
THA,800,2021,1,1,0.0
THA,800,2021,2,12,8500.0
THA,800,2021,3,8,2000.0
THA,800,2021,5,2,0.0
THA,800,2021,6,6,0.0
THA,800,2021,7,3,0.0
THA,800,2021,8,26,2000.0
THA,800,2021,9,3,1300.0
THA,800,2021,10,3,3000.0
THA,800,2021,11,3,800.0
THA,800,2022,8,1,200.0
THA,800,2022,11,1,50.0
TJK,702,2017,2,2,140.0
TJK,702,2017,8,1,0.0
TJK,702,2017,10,2,0.0
TJK,702,2018,9,1,100.0
TJK,702,2018,11,4,0.0
TJK,702,2018,12,2,0.0
TJK,702,2019,1,2,0.0
TJK,702,2019,6,1,150.0
TJK,702,2020,5,4,0.0
TJK,702,2020,6,4,70.0
TJK,702,2020,8,4,0.0
TJK,702,2021,4,2,0.0
TJK,702,2021,5,1,0.0
TJK,702,2021,9,1,0.0
TJK,702,2021,11,12,12000.0
TJK,702,2022,5,9,6000.0
TKM,701,2017,2,1,2500.0
TKM,701,2017,10,1,0.0
TKM,701,2020,4,1,30.0
TKM,701,2020,5,1,0.0
TKM,701,2020,8,3,2000.0
TKM,701,2020,12,1,50.0
TKM,701,2021,11,1,0.0
TTO,91,2017,3,1,600.0
TTO,91,2017,9,1,5000.0
TTO,91,2017,11,6,0.0
TTO,91,2017,12,23,10000.0
TTO,91,2018,1,14,20000.0
TTO,91,2018,2,1,0.0
TTO,91,2018,3,1,400.0
TTO,91,2018,5,2,0.0
TTO,91,2019,1,2,0.0
TTO,91,2019,4,3,15000.0
TTO,91,2019,5,6,0.0
TTO,91,2019,6,7,0.0
TTO,91,2019,8,2,0.0
TTO,91,2019,10,3,6000.0
TTO,91,2020,3,1,0.0
TTO,91,2020,5,1,300.0
TTO,91,2022,1,1,0.0
TUR,640,2017,2,3,60.0
TUR,640,2017,3,16,25200.0
TUR,640,2017,4,44,4350.0
TUR,640,2017,5,15,6400.0
TUR,640,2017,6,17,10000.0
TUR,640,2017,7,46,1500000.0
TUR,640,2017,8,2,300.0
TUR,640,2017,11,1,1000.0
TUR,640,2018,1,13,0.0
TUR,640,2018,2,5,0.0
TUR,640,2018,3,20,1500.0
TUR,640,2018,4,13,100.0
TUR,640,2018,5,12,0.0
TUR,640,2018,6,26,6000.0
TUR,640,2018,7,5,1000.0
TUR,640,2018,8,7,0.0
TUR,640,2018,9,18,0.0
TUR,640,2018,10,4,0.0
TUR,640,2018,11,17,1000.0
TUR,640,2018,12,6,0.0
TUR,640,2019,1,1,0.0
TUR,640,2019,2,11,40.0
TUR,640,2019,3,40,1600000.0
TUR,640,2019,4,6,1100.0
TUR,640,2019,5,20,0.0
TUR,640,2019,6,12,0.0
TUR,640,2019,7,11,0.0
TUR,640,2019,8,22,200.0
TUR,640,2019,9,17,0.0
TUR,640,2019,10,1,0.0
TUR,640,2019,11,9,6000.0
TUR,640,2019,12,6,0.0
TUR,640,2020,1,4,0.0
TUR,640,2020,2,1,0.0
TUR,640,2020,3,12,0.0
TUR,640,2020,5,2,0.0
TUR,640,2020,6,32,5300.0
TUR,640,2020,7,12,0.0
TUR,640,2020,8,8,0.0
TUR,640,2020,9,6,0.0
TUR,640,2020,10,5,0.0
TUR,640,2020,11,7,2000.0
TUR,640,2021,1,13,2000.0
TUR,640,2021,2,37,2200.0
TUR,640,2021,3,21,0.0
TUR,640,2021,4,2,0.0
TUR,640,2021,5,7,0.0
TUR,640,2021,6,13,1000.0
TUR,640,2021,7,11,0.0
TUR,640,2021,9,9,830.0
TUR,640,2021,10,4,60.0
TUR,640,2021,11,23,250.0
TUR,640,2021,12,8,0.0
TUR,640,2022,1,7,0.0
TUR,640,2022,2,21,0.0
TUR,640,2022,3,2,0.0
TUR,640,2022,4,6,800.0
TUR,640,2022,5,7,0.0
TUR,640,2022,6,8,0.0
TUR,640,2022,7,4,50.0
TUR,640,2022,9,4,0.0
TUR,640,2022,11,1,0.0
TUR,640,2022,12,4,0.0
TZA,510,2018,2,2,0.0
TZA,510,2020,2,1,0.0
TZA,510,2020,3,1,0.0
TZA,510,2021,8,2,0.0
TZA,510,2022,5,1,0.0
TZA,510,2022,6,3,0.0
UGA,500,2017,1,1,400.0
UGA,500,2017,4,2,0.0
UGA,500,2017,5,5,0.0
UGA,500,2017,6,2,0.0
UGA,500,2017,7,3,0.0
UGA,500,2017,8,2,500.0
UGA,500,2017,9,21,0.0
UGA,500,2017,10,19,0.0
UGA,500,2017,11,13,0.0
UGA,500,2018,3,3,0.0
UGA,500,2018,4,1,0.0
UGA,500,2018,6,3,0.0
UGA,500,2018,7,4,0.0
UGA,500,2018,8,29,0.0
UGA,500,2018,9,2,0.0
UGA,500,2018,12,1,0.0
UGA,500,2019,4,2,0.0
UGA,500,2019,5,1,0.0
UGA,500,2019,9,3,0.0
UGA,500,2019,10,2,0.0
UGA,500,2019,11,2,30.0
UGA,500,2019,12,2,0.0
UGA,500,2020,1,4,0.0
UGA,500,2020,5,1,0.0
UGA,500,2020,6,1,0.0
UGA,500,2020,7,1,0.0
UGA,500,2020,8,1,0.0
UGA,500,2020,9,2,0.0
UGA,500,2020,11,26,200.0
UGA,500,2020,12,1,0.0
UGA,500,2021,1,2,0.0
UGA,500,2021,3,2,0.0
UGA,500,2022,5,1,0.0
UGA,500,2022,7,10,25.0
UGA,500,2022,10,1,0.0
UKR,369,2017,1,4,0.0
UKR,369,2017,2,17,25200.0
UKR,369,2017,3,38,350.0
UKR,369,2017,4,14,260.0
UKR,369,2017,5,21,6330.0
UKR,369,2017,6,4,200.0
UKR,369,2017,7,17,1730.0
UKR,369,2017,8,12,900.0
UKR,369,2017,9,24,4750.0
UKR,369,2017,10,71,33320.0
UKR,369,2017,11,26,6600.0
UKR,369,2017,12,65,15530.0
UKR,369,2018,1,29,1620.0
UKR,369,2018,2,49,23800.0
UKR,369,2018,3,36,4940.0
UKR,369,2018,4,6,10000.0
UKR,369,2018,5,15,3090.0
UKR,369,2018,6,31,13810.0
UKR,369,2018,7,31,5037.0
UKR,369,2018,8,17,130.0
UKR,369,2018,9,20,950.0
UKR,369,2018,10,1,300.0
UKR,369,2018,11,4,100.0
UKR,369,2018,12,1,1000.0
UKR,369,2019,1,2,40.0
UKR,369,2019,2,15,2490.0
UKR,369,2019,3,20,26650.0
UKR,369,2019,4,5,10050.0
UKR,369,2019,5,18,1300.0
UKR,369,2019,6,18,8900.0
UKR,369,2019,7,8,1000.0
UKR,369,2019,8,7,1040.0
UKR,369,2019,9,22,5180.0
UKR,369,2019,10,54,47230.0
UKR,369,2019,11,18,55750.0
UKR,369,2019,12,19,11400.0
UKR,369,2020,1,14,1350.0
UKR,369,2020,2,30,650.0
UKR,369,2020,3,16,500.0
UKR,369,2020,4,13,800.0
UKR,369,2020,5,27,1585.0
UKR,369,2020,6,40,875.0
UKR,369,2020,7,30,4960.0
UKR,369,2020,8,11,650.0
UKR,369,2020,9,21,2260.0
UKR,369,2020,10,13,2260.0
UKR,369,2020,11,19,4450.0
UKR,369,2020,12,14,2750.0
UKR,369,2021,1,47,2100.0
UKR,369,2021,2,25,4489.0
UKR,369,2021,3,19,10700.0
UKR,369,2021,4,6,780.0
UKR,369,2021,5,3,550.0
UKR,369,2021,6,2,1000.0
UKR,369,2021,12,1,0.0
UKR,369,2022,1,10,1000.0
UKR,369,2022,2,16,2319.0
UKR,369,2022,3,58,28150.0
UKR,369,2022,4,15,0.0
UKR,369,2022,5,6,2800.0
UKR,369,2022,6,1,0.0
UKR,369,2022,7,5,0.0
UKR,369,2022,9,8,100.0
UKR,369,2022,10,5,0.0
UKR,369,2022,11,3,0.0
UZB,704,2017,1,1,0.0
UZB,704,2017,6,1,0.0
UZB,704,2017,10,1,0.0
UZB,704,2018,5,1,0.0
UZB,704,2018,8,3,0.0
UZB,704,2018,11,1,300.0
UZB,704,2019,1,1,100.0
UZB,704,2019,4,4,0.0
UZB,704,2019,6,1,0.0
UZB,704,2019,7,1,200.0
UZB,704,2019,8,2,500.0
UZB,704,2019,9,1,0.0
UZB,704,2019,10,2,100.0
UZB,704,2019,11,4,0.0
UZB,704,2020,1,2,0.0
UZB,704,2020,6,1,100.0
UZB,704,2020,7,1,0.0
UZB,704,2020,8,2,100.0
UZB,704,2020,9,1,0.0
UZB,704,2020,10,3,0.0
UZB,704,2020,11,3,0.0
UZB,704,2020,12,7,0.0
UZB,704,2021,1,7,300.0
UZB,704,2021,3,10,130.0
UZB,704,2021,12,5,0.0
UZB,704,2022,7,22,0.0
VNM,816,2017,1,1,100.0
VNM,816,2017,2,2,500.0
VNM,816,2017,4,3,0.0
VNM,816,2018,4,1,0.0
VNM,816,2018,6,4,0.0
YEM,679,2019,3,1,0.0
YEM,679,2019,4,1,0.0
YEM,679,2019,5,1,0.0
YEM,679,2019,6,2,0.0
YEM,679,2019,7,3,0.0
YEM,679,2019,8,6,0.0
YEM,679,2019,10,4,0.0
YEM,679,2019,11,3,0.0
YEM,679,2019,12,3,0.0
YEM,679,2020,1,2,0.0
YEM,679,2020,4,1,0.0
YEM,679,2020,7,4,0.0
YEM,679,2020,8,4,0.0
YEM,679,2020,9,2,0.0
YEM,679,2020,10,3,0.0
YEM,679,2020,12,5,0.0
YEM,679,2021,1,1,0.0
YEM,679,2021,2,3,0.0
YEM,679,2021,3,3,0.0
YEM,679,2021,4,2,0.0
YEM,679,2021,5,5,0.0
YEM,679,2021,7,2,0.0
YEM,679,2021,8,3,0.0
YEM,679,2021,9,17,0.0
YEM,679,2021,10,6,0.0
YEM,679,2022,3,2,0.0
YEM,679,2022,4,1,0.0
YEM,679,2022,5,1,0.0
YEM,679,2022,6,2,0.0
YEM,679,2022,10,1,0.0
ZMB,551,2017,9,1,100.0
ZMB,551,2018,1,2,500.0
ZMB,551,2018,11,1,0.0
ZMB,551,2019,2,1,0.0
ZMB,551,2019,7,2,0.0
ZMB,551,2019,12,2,0.0
ZMB,551,2020,12,3,0.0
ZMB,551,2021,3,1,0.0
ZWE,552,2017,3,2,200.0
ZWE,552,2017,7,2,0.0
ZWE,552,2017,9,1,0.0
ZWE,552,2017,11,15,20000.0
ZWE,552,2018,2,4,0.0
ZWE,552,2018,3,2,0.0
ZWE,552,2018,4,4,0.0
ZWE,552,2018,5,4,0.0
ZWE,552,2018,6,26,0.0
ZWE,552,2018,7,34,0.0
ZWE,552,2018,8,26,0.0
ZWE,552,2018,10,2,0.0
ZWE,552,2018,11,2,0.0
ZWE,552,2019,1,40,100.0
ZWE,552,2019,2,1,0.0
ZWE,552,2019,7,2,0.0
ZWE,552,2019,8,10,0.0
ZWE,552,2019,9,7,200.0
ZWE,552,2019,11,7,70.0
ZWE,552,2020,1,2,0.0
ZWE,552,2020,3,1,0.0
ZWE,552,2020,5,6,0.0
ZWE,552,2020,6,1,0.0
ZWE,552,2020,7,7,0.0
ZWE,552,2021,9,1,40.0
ZWE,552,2022,2,6,0.0
ZWE,552,2022,3,2,0.0
ZWE,552,2022,4,1,0.0
ZWE,552,2022,6,1,0.0
ZWE,552,2022,8,1,0.0
