feature,importance,fold_id,event_type,horizon,model_name,target
num__vix_pct_30d,0.003472362,1,protest,7,model5_xgb,protest_7d
num__vix_7d_ma,0.0027585945,1,protest,7,model5_xgb,protest_7d
num__dxy_level,0.0052952864,1,protest,7,model5_xgb,protest_7d
num__dxy_pct_30d,0.004240502,1,protest,7,model5_xgb,protest_7d
num__dxy_vol_30d,0.0041851536,1,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_lag30d,0.0038745217,1,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_lag60d,0.0035197784,1,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_lag90d,0.0032480492,1,protest,7,model5_xgb,protest_7d
num__vix_pct_30d_lag30d,0.0035560438,1,protest,7,model5_xgb,protest_7d
num__vix_pct_30d_lag60d,0.0042701587,1,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_lag30d,0.0031072898,1,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_lag60d,0.0035287812,1,protest,7,model5_xgb,protest_7d
num__gdp_growth,0.007855393,1,protest,7,model5_xgb,protest_7d
num__gdp_per_capita_growth,0.007191339,1,protest,7,model5_xgb,protest_7d
num__inflation_cpi_yoy,0.010866742,1,protest,7,model5_xgb,protest_7d
num__inflation_cpi_yoy_z,0.0027414686,1,protest,7,model5_xgb,protest_7d
num__unemployment_total,0.018608728,1,protest,7,model5_xgb,protest_7d
num__unemployment_youth,0.008310499,1,protest,7,model5_xgb,protest_7d
num__unemployment_sa,0.007884371,1,protest,7,model5_xgb,protest_7d
num__unemployment_rate,0.010022438,1,protest,7,model5_xgb,protest_7d
num__unemployment_rate_z,0.006889439,1,protest,7,model5_xgb,protest_7d
num__political_stability_est,0.015321413,1,protest,7,model5_xgb,protest_7d
num__voice_accountability_est,0.0073815873,1,protest,7,model5_xgb,protest_7d
num__government_effectiveness_est,0.015207002,1,protest,7,model5_xgb,protest_7d
num__rule_of_law_est,0.014560198,1,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_x_instability,0.00330356,1,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_x_inflation,0.0041595674,1,protest,7,model5_xgb,protest_7d
num__food_cpi_inflation,0.008161628,1,protest,7,model5_xgb,protest_7d
num__food_cpi_inflation_z,0.0063733715,1,protest,7,model5_xgb,protest_7d
num__energy_cpi_inflation,0.007814495,1,protest,7,model5_xgb,protest_7d
num__energy_cpi_inflation_z,0.004475944,1,protest,7,model5_xgb,protest_7d
num__gini_coef,0.017158331,1,protest,7,model5_xgb,protest_7d
num__covid_period,0.0,1,protest,7,model5_xgb,protest_7d
num__fx_trend_consistent,0.0043928125,1,protest,7,model5_xgb,protest_7d
num__inflation_accel,0.0,1,protest,7,model5_xgb,protest_7d
num__copper_pct_30d_x_copper_prod,0.0053497963,1,protest,7,model5_xgb,protest_7d
num__gold_pct_30d_x_gold_prod,0.019607116,1,protest,7,model5_xgb,protest_7d
num__platinum_pct_30d_x_plat_prod,0.0013322174,1,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_x_net_importer,0.003992613,1,protest,7,model5_xgb,protest_7d
num__month_sin,0.0041442197,1,protest,7,model5_xgb,protest_7d
num__month_cos,0.0064063505,1,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy,0.002543486,1,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy,0.0037025171,1,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy,0.0026580624,1,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_above90,0.0,1,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_above90,0.0,1,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_lag1m,0.0062695164,1,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_lag3m,0.0038526973,1,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_lag6m,0.0035170093,1,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_lag1m,0.0037051816,1,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_lag3m,0.003990768,1,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_lag6m,0.0006589115,1,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy_lag1m,0.0032042097,1,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy_lag3m,0.0032092023,1,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy_lag6m,0.009324125,1,protest,7,model5_xgb,protest_7d
num__fao_cereals_yoy_x_instability,0.009043781,1,protest,7,model5_xgb,protest_7d
num__fao_food_yoy_x_youth_unemp,0.0042273114,1,protest,7,model5_xgb,protest_7d
num__gta_harmful_events,0.0,1,protest,7,model5_xgb,protest_7d
num__gta_harmful_events_z,0.0049748626,1,protest,7,model5_xgb,protest_7d
num__gta_liberalising_events,0.0,1,protest,7,model5_xgb,protest_7d
num__gta_liberalising_events_z,0.0035386607,1,protest,7,model5_xgb,protest_7d
num__gta_30d_count,0.004869415,1,protest,7,model5_xgb,protest_7d
num__gta_30d_count_z,0.0037069507,1,protest,7,model5_xgb,protest_7d
num__gta_90d_count,0.0068807937,1,protest,7,model5_xgb,protest_7d
num__gta_90d_count_z,0.0044884863,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_AUS,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_BOL,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_BRA,0.005810218,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_CAN,0.010975976,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_CHL,0.008856141,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_CHN,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_DEU,0.021251732,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_ESP,0.0053450717,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_FRA,0.007227298,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_GBR,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_GRC,0.010651625,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_HUN,0.00713578,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_IDN,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_IND,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_IRL,0.009828114,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_ITA,0.0023143482,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_JPN,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_KEN,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_KOR,0.004984057,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_LAO,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_MAR,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_MEX,0.02673935,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_MOZ,0.0072018947,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_MYS,0.015624747,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_NAM,0.009265903,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_NLD,0.0061456296,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_NOR,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_PER,0.005253684,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_PHL,0.012369965,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_POL,0.0041356334,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_PRT,0.01091081,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_SWE,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_THA,0.0110957995,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_TUR,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_USA,0.0,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_VNM,0.008925474,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_ZAF,0.009664704,1,protest,7,model5_xgb,protest_7d
fe__country_iso3_ZWE,0.0,1,protest,7,model5_xgb,protest_7d
num__gdelt_protest_7d_lag,0.09445863,2,protest,7,model5_xgb,protest_7d
num__gdelt_protest_28d_lag,0.09034974,2,protest,7,model5_xgb,protest_7d
num__gdelt_strike_7d_lag,0.13551971,2,protest,7,model5_xgb,protest_7d
num__gdelt_strike_28d_lag,0.035713386,2,protest,7,model5_xgb,protest_7d
num__gdelt_protest_region_14d,0.005471048,2,protest,7,model5_xgb,protest_7d
num__gdelt_strike_region_14d,0.0039260527,2,protest,7,model5_xgb,protest_7d
num__fx_pct_7d,0.001399391,2,protest,7,model5_xgb,protest_7d
num__fx_pct_30d,0.003604276,2,protest,7,model5_xgb,protest_7d
num__fx_pct_90d,0.0029280332,2,protest,7,model5_xgb,protest_7d
num__fx_vol_7d,0.006088477,2,protest,7,model5_xgb,protest_7d
num__fx_vol_30d,0.009269962,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_14d,0.001969793,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d,0.0039607086,2,protest,7,model5_xgb,protest_7d
num__yield_us10y,0.0034377933,2,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_z,0.0019245478,2,protest,7,model5_xgb,protest_7d
num__fx_vol_30d_z,0.0036315985,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_z,0.0,2,protest,7,model5_xgb,protest_7d
num__copper_pct_30d,0.0025994976,2,protest,7,model5_xgb,protest_7d
num__copper_pct_90d,0.008261373,2,protest,7,model5_xgb,protest_7d
num__copper_vol_30d,0.0,2,protest,7,model5_xgb,protest_7d
num__gold_pct_30d,0.0,2,protest,7,model5_xgb,protest_7d
num__gold_vol_30d,0.005948836,2,protest,7,model5_xgb,protest_7d
num__platinum_pct_30d,0.0032950474,2,protest,7,model5_xgb,protest_7d
num__silver_pct_30d,0.0042858156,2,protest,7,model5_xgb,protest_7d
num__natgas_pct_30d,0.004394011,2,protest,7,model5_xgb,protest_7d
num__vix_level,0.0018557212,2,protest,7,model5_xgb,protest_7d
num__vix_pct_30d,0.001710341,2,protest,7,model5_xgb,protest_7d
num__vix_7d_ma,0.0010070401,2,protest,7,model5_xgb,protest_7d
num__dxy_level,0.0076591456,2,protest,7,model5_xgb,protest_7d
num__dxy_pct_30d,0.004491785,2,protest,7,model5_xgb,protest_7d
num__dxy_vol_30d,0.0067705177,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_lag30d,0.0034259623,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_lag60d,0.0043648845,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_lag90d,0.002406146,2,protest,7,model5_xgb,protest_7d
num__vix_pct_30d_lag30d,0.0029850358,2,protest,7,model5_xgb,protest_7d
num__vix_pct_30d_lag60d,0.0055234847,2,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_lag30d,0.002750946,2,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_lag60d,0.0075471145,2,protest,7,model5_xgb,protest_7d
num__gdp_growth,0.00629913,2,protest,7,model5_xgb,protest_7d
num__gdp_per_capita_growth,0.009533399,2,protest,7,model5_xgb,protest_7d
num__inflation_cpi_yoy,0.008217233,2,protest,7,model5_xgb,protest_7d
num__inflation_cpi_yoy_z,0.0017879545,2,protest,7,model5_xgb,protest_7d
num__unemployment_total,0.008211969,2,protest,7,model5_xgb,protest_7d
num__unemployment_youth,0.011325421,2,protest,7,model5_xgb,protest_7d
num__unemployment_sa,0.007574278,2,protest,7,model5_xgb,protest_7d
num__unemployment_rate,0.00882504,2,protest,7,model5_xgb,protest_7d
num__unemployment_rate_z,0.008998044,2,protest,7,model5_xgb,protest_7d
num__political_stability_est,0.016778385,2,protest,7,model5_xgb,protest_7d
num__voice_accountability_est,0.0074617034,2,protest,7,model5_xgb,protest_7d
num__government_effectiveness_est,0.01706647,2,protest,7,model5_xgb,protest_7d
num__rule_of_law_est,0.012924718,2,protest,7,model5_xgb,protest_7d
num__fx_pct_30d_x_instability,0.004572105,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_x_inflation,0.003201664,2,protest,7,model5_xgb,protest_7d
num__food_cpi_inflation,0.00954054,2,protest,7,model5_xgb,protest_7d
num__food_cpi_inflation_z,0.009441803,2,protest,7,model5_xgb,protest_7d
num__energy_cpi_inflation,0.004302155,2,protest,7,model5_xgb,protest_7d
num__energy_cpi_inflation_z,0.0027244913,2,protest,7,model5_xgb,protest_7d
num__gini_coef,0.01355082,2,protest,7,model5_xgb,protest_7d
num__covid_period,0.0,2,protest,7,model5_xgb,protest_7d
num__fx_trend_consistent,0.0,2,protest,7,model5_xgb,protest_7d
num__inflation_accel,0.0,2,protest,7,model5_xgb,protest_7d
num__copper_pct_30d_x_copper_prod,0.0,2,protest,7,model5_xgb,protest_7d
num__gold_pct_30d_x_gold_prod,0.048485287,2,protest,7,model5_xgb,protest_7d
num__platinum_pct_30d_x_plat_prod,0.0,2,protest,7,model5_xgb,protest_7d
num__oil_brent_pct_30d_x_net_importer,0.0011170964,2,protest,7,model5_xgb,protest_7d
num__month_sin,0.006270498,2,protest,7,model5_xgb,protest_7d
num__month_cos,0.0054665166,2,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy,0.0050104214,2,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy,0.004637497,2,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy,0.0037135093,2,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_above90,0.0,2,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_above90,0.0,2,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_lag1m,0.003778889,2,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_lag3m,0.0055446643,2,protest,7,model5_xgb,protest_7d
num__fao_cereals_index_yoy_lag6m,0.003833801,2,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_lag1m,0.0031644283,2,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_lag3m,0.0,2,protest,7,model5_xgb,protest_7d
num__fao_food_index_yoy_lag6m,0.0042456943,2,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy_lag1m,0.0018632049,2,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy_lag3m,0.0,2,protest,7,model5_xgb,protest_7d
num__fao_oils_index_yoy_lag6m,0.0,2,protest,7,model5_xgb,protest_7d
num__fao_cereals_yoy_x_instability,0.0066641737,2,protest,7,model5_xgb,protest_7d
num__fao_food_yoy_x_youth_unemp,0.003194188,2,protest,7,model5_xgb,protest_7d
num__gta_harmful_events,0.0,2,protest,7,model5_xgb,protest_7d
num__gta_harmful_events_z,0.006245941,2,protest,7,model5_xgb,protest_7d
num__gta_liberalising_events,0.0,2,protest,7,model5_xgb,protest_7d
num__gta_liberalising_events_z,0.0024642134,2,protest,7,model5_xgb,protest_7d
num__gta_30d_count,0.004252651,2,protest,7,model5_xgb,protest_7d
num__gta_30d_count_z,0.003521462,2,protest,7,model5_xgb,protest_7d
num__gta_90d_count,0.0066626254,2,protest,7,model5_xgb,protest_7d
num__gta_90d_count_z,0.0051277005,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_AUS,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_BOL,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_BRA,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_CAN,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_CHL,0.005582466,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_CHN,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_DEU,0.010302724,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_ESP,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_FRA,0.05085195,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_GBR,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_GRC,0.0074291304,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_HUN,0.0052903895,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_IDN,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_IND,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_IRL,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_ITA,0.0052271,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_JPN,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_KEN,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_KOR,0.010529429,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_LAO,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_MAR,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_MEX,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_MOZ,0.007241701,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_MYS,0.01855518,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_NAM,0.009297496,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_NLD,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_NOR,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_PER,0.007925173,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_PHL,0.009573042,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_POL,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_PRT,0.0057535777,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_SWE,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_THA,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_TUR,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_USA,0.0,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_VNM,0.008023372,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_ZAF,0.0056527955,2,protest,7,model5_xgb,protest_7d
fe__country_iso3_ZWE,0.040226765,2,protest,7,model5_xgb,protest_7d
num__gdelt_protest_7d_lag,0.04233287,1,strike,7,model5_xgb,strike_7d
num__gdelt_protest_28d_lag,0.06198212,1,strike,7,model5_xgb,strike_7d
num__gdelt_strike_7d_lag,0.0863991,1,strike,7,model5_xgb,strike_7d
num__gdelt_strike_28d_lag,0.15565468,1,strike,7,model5_xgb,strike_7d
num__gdelt_protest_region_14d,0.0065817595,1,strike,7,model5_xgb,strike_7d
num__gdelt_strike_region_14d,0.008034615,1,strike,7,model5_xgb,strike_7d
num__fx_pct_7d,0.0024990793,1,strike,7,model5_xgb,strike_7d
num__fx_pct_30d,0.0026723542,1,strike,7,model5_xgb,strike_7d
num__fx_pct_90d,0.0045574144,1,strike,7,model5_xgb,strike_7d
num__fx_vol_7d,0.004333193,1,strike,7,model5_xgb,strike_7d
num__fx_vol_30d,0.008757624,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_14d,0.0039683827,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d,0.0030317162,1,strike,7,model5_xgb,strike_7d
num__yield_us10y,0.0061806315,1,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_z,0.0034559024,1,strike,7,model5_xgb,strike_7d
num__fx_vol_30d_z,0.0037662515,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_z,0.0,1,strike,7,model5_xgb,strike_7d
num__copper_pct_30d,0.0034428386,1,strike,7,model5_xgb,strike_7d
num__copper_pct_90d,0.0036214394,1,strike,7,model5_xgb,strike_7d
num__copper_vol_30d,0.0048401663,1,strike,7,model5_xgb,strike_7d
num__gold_pct_30d,0.009324886,1,strike,7,model5_xgb,strike_7d
num__gold_vol_30d,0.003668204,1,strike,7,model5_xgb,strike_7d
num__platinum_pct_30d,0.007107605,1,strike,7,model5_xgb,strike_7d
num__silver_pct_30d,0.0,1,strike,7,model5_xgb,strike_7d
num__natgas_pct_30d,0.004354354,1,strike,7,model5_xgb,strike_7d
num__vix_level,0.0,1,strike,7,model5_xgb,strike_7d
num__vix_pct_30d,0.006487697,1,strike,7,model5_xgb,strike_7d
num__vix_7d_ma,0.003150154,1,strike,7,model5_xgb,strike_7d
num__dxy_level,0.0052249734,1,strike,7,model5_xgb,strike_7d
num__dxy_pct_30d,0.00294899,1,strike,7,model5_xgb,strike_7d
num__dxy_vol_30d,0.0070657176,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_lag30d,0.0027849963,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_lag60d,0.0061095394,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_lag90d,0.004494097,1,strike,7,model5_xgb,strike_7d
num__vix_pct_30d_lag30d,0.004833452,1,strike,7,model5_xgb,strike_7d
num__vix_pct_30d_lag60d,0.0052864966,1,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_lag30d,0.006411376,1,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_lag60d,0.005717742,1,strike,7,model5_xgb,strike_7d
num__gdp_growth,0.005117071,1,strike,7,model5_xgb,strike_7d
num__gdp_per_capita_growth,0.025937071,1,strike,7,model5_xgb,strike_7d
num__inflation_cpi_yoy,0.00994809,1,strike,7,model5_xgb,strike_7d
num__inflation_cpi_yoy_z,0.005506902,1,strike,7,model5_xgb,strike_7d
num__unemployment_total,0.01594666,1,strike,7,model5_xgb,strike_7d
num__unemployment_youth,0.0144146085,1,strike,7,model5_xgb,strike_7d
num__unemployment_sa,0.0058662253,1,strike,7,model5_xgb,strike_7d
num__unemployment_rate,0.011407589,1,strike,7,model5_xgb,strike_7d
num__unemployment_rate_z,0.013529735,1,strike,7,model5_xgb,strike_7d
num__political_stability_est,0.013421154,1,strike,7,model5_xgb,strike_7d
num__voice_accountability_est,0.012016761,1,strike,7,model5_xgb,strike_7d
num__government_effectiveness_est,0.021620492,1,strike,7,model5_xgb,strike_7d
num__rule_of_law_est,0.020642439,1,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_x_instability,0.0060136793,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_x_inflation,0.0035841085,1,strike,7,model5_xgb,strike_7d
num__food_cpi_inflation,0.008437296,1,strike,7,model5_xgb,strike_7d
num__food_cpi_inflation_z,0.0039328914,1,strike,7,model5_xgb,strike_7d
num__energy_cpi_inflation,0.0032604584,1,strike,7,model5_xgb,strike_7d
num__energy_cpi_inflation_z,0.01016568,1,strike,7,model5_xgb,strike_7d
num__gini_coef,0.019908544,1,strike,7,model5_xgb,strike_7d
num__covid_period,0.0,1,strike,7,model5_xgb,strike_7d
num__fx_trend_consistent,0.0,1,strike,7,model5_xgb,strike_7d
num__inflation_accel,0.0,1,strike,7,model5_xgb,strike_7d
num__copper_pct_30d_x_copper_prod,0.0059377835,1,strike,7,model5_xgb,strike_7d
num__gold_pct_30d_x_gold_prod,0.008850344,1,strike,7,model5_xgb,strike_7d
num__platinum_pct_30d_x_plat_prod,0.002463027,1,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_x_net_importer,0.006178665,1,strike,7,model5_xgb,strike_7d
num__month_sin,0.010593043,1,strike,7,model5_xgb,strike_7d
num__month_cos,0.004298582,1,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy,0.0031582427,1,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy,0.0031372798,1,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy,0.010028165,1,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_above90,0.0,1,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_above90,0.0,1,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_lag1m,0.00414963,1,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_lag3m,0.0062326356,1,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_lag6m,0.0,1,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_lag1m,0.0,1,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_lag3m,0.0,1,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_lag6m,0.0,1,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy_lag1m,0.008859894,1,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy_lag3m,0.005510177,1,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy_lag6m,0.008312358,1,strike,7,model5_xgb,strike_7d
num__fao_cereals_yoy_x_instability,0.008249408,1,strike,7,model5_xgb,strike_7d
num__fao_food_yoy_x_youth_unemp,0.010165792,1,strike,7,model5_xgb,strike_7d
num__gta_harmful_events,0.0,1,strike,7,model5_xgb,strike_7d
num__gta_harmful_events_z,0.006776661,1,strike,7,model5_xgb,strike_7d
num__gta_liberalising_events,0.0,1,strike,7,model5_xgb,strike_7d
num__gta_liberalising_events_z,0.0049614413,1,strike,7,model5_xgb,strike_7d
num__gta_30d_count,0.0062883254,1,strike,7,model5_xgb,strike_7d
num__gta_30d_count_z,0.0041774996,1,strike,7,model5_xgb,strike_7d
num__gta_90d_count,0.010350558,1,strike,7,model5_xgb,strike_7d
num__gta_90d_count_z,0.006928699,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_AUS,0.0064051826,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_BOL,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_BRA,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_CAN,0.0,1,strike,7,model5_xgb,strike_7d
