url,location_name,gdelt_lat,gdelt_lon,geocoded_lat,geocoded_lon,distance_km,is_outlier
http://www.bathchronicle.co.uk/news/bath-news/river-avon-flood-warning-issued-998168,"United Kingdom, England, Bath",54.5,-6.5,51.3813864,-2.3596963,443.9,False
https://www.byronnews.com.au/news/2017-in-review-debbie-devastates-the-tweed/3302022/,"Australia, New South Wales, Tweed Heads",-28.3273,153.393,-28.1786639,153.5369986,21.7,False
http://www.nigerianeye.com/2018/01/rivers-state-15-shot-dead-52-injured-in.html,"Nigeria, Rivers State, Omoku",5.3435,6.65321,5.345239,6.6569515,0.5,False
http://wildsingaporenews.blogspot.com/2018/01/malaysia-floods-hit-three-districts-in.html,"Malaysia, Johor, Mersing",1.368,104.247,2.4298532,103.835494,126.6,False
http://www.couriermail.com.au/news/national/severe-storm-warning-issued-for-gold-coast/news-story/a6c4b4515b54df47befde525e4409fe4?nk=67a6c3edd0572463e1a2219ef8431884-1514870236,"Australia, Queensland, Gold Coast, Pimpama",8.0,-2.0,-27.8161679,153.2924022,16610.8,True
https://www.tweeddailynews.com.au/news/2017-in-review-debbie-devastates-the-tweed/3302022/,"Australia, New South Wales",-28.4358,153.473,-31.8759835,147.2869493,706.9,True
https://www.todayfm.com/News/Storm-Eleanor-Leads-To-Flooding-In-Cork--Galway,"Ireland, Galway, Galway city centre",55.1333,-7.45,53.2762652,-9.0759623,232.0,False
http://www.mindanews.com/top-stories/2018/01/surigaonons-greet-new-year-with-flash-floods/,"Philippines, Caraga, Surigao City",38.8951,-77.0364,9.7905028,125.4935697,14120.5,True
http://www.stuff.co.nz/national/100043520/Flash-floods-hit-North-Island-as-storm-brews-across-the-country,"New Zealand, North Island",-46.4,168.35,-38.0035304,175.957821,1123.3,True
http://www.bathchronicle.co.uk/news/bath-news/second-flood-warning-issued-river-1007922,"UK, England, Bath",54.5,-6.5,51.3813864,-2.3596963,443.9,False
http://www.newsweek.com/ocean-hot-spots-will-flood-coastal-cities-forcing-sea-levels-rise-rapidly-and-768312,"United States, Texas",27.8333,-81.717,31.2638905,-98.5456116,1670.1,True
http://www.smh.com.au/queensland/flooding-in-brisbane-following-king-tide-20180103-p4yy7u.html,"Australia, Queensland, Brisbane",-27.29,153.259,-27.365991,152.948963,31.8,False
http://www.donegaldemocrat.ie/news/news/289590/heavy-flooding-causing-problems-tonight-across-donegal.html,"Ireland, Donegal",54.65,-8.11667,54.6537924,-8.1102616,0.6,False
http://www.straitstimes.com/asia/se-asia/johor-floods-force-students-to-stay-home-on-first-day-of-school,"Malaysia, Pahang",5.48333,102.1,3.6168822,102.5994547,214.8,False
https://www.stuff.co.nz/dominion-post/news/100316671/flash-flooding-in-masterton-as-perfect-storm-hits,"New Zealand, Masterton",-39.0,176.0,-40.9495524,175.6594413,218.7,False
http://web4.bnamericas.com/en/news/waterandwaste/bolivia-battling-floods-in-santa-cruz/,"Bolivia, Santa Cruz",-17.0,-65.0,-17.7834217,-63.1820853,211.7,False
https://www.stuff.co.nz/dominion-post/news/100316671/Flash-flooding-in-Masterton-ahead-of-worsening-forecast-for-Thursday,"New Zealand, Masterton",-39.0,176.0,-40.9495524,175.6594413,218.7,False
"http://www.sealynews.com/stories/sealy-isd-financial-rating-drops-due-to-floods-construction,77564","USA, Texas, Sealy",31.106,-97.6475,29.7789913,-96.1568381,205.4,False
http://boston.cbslocal.com/2018/01/02/high-tide-winter-storm-marshfield/,"United States, Massachusetts, Marshfield, Brant Rock",42.0862,-70.6411,42.0924924,-70.6410936,0.7,False
https://www.stuff.co.nz/national/100318861/Storm-bringing-heavy-rain-coastal-flooding-gales-moving-south,New Zealand,-45.4167,167.717,-41.5000831,172.8344077,600.0,True
http://newyork.cbslocal.com/2018/01/02/river-edge-water-bills/,"New Jersey, River Edge",40.314,-74.5089,40.9287098,-74.0398622,79.0,False
http://www.tnp.sg/news/world/over-1000-forced-leave-their-homes-floods-hit-malaysia,Malaysia,4.76667,102.65,4.5693754,102.2656823,47.9,False
http://www.breakingnews.ie/ireland/storm-eleanor-27000-still-without-power-as-galway-city-council-criticised-over-storm-preparations-821058.html,"Ireland, Galway, Galway",53.2683,-8.92,53.2841506,-9.0378363,8.0,False
https://watchers.news/2018/01/03/storm-eleanor-hits-ireland-galway-experienced-unprecedented-floods-55-000-without-power/,"Ireland, Galway, Galway",53.6333,-8.18333,53.2841506,-9.0378363,68.6,False
https://www.independent.ie/irish-news/news/locals-pictured-having-pints-in-flooded-galway-pub-as-storm-eleanor-hits-36454818.html,"Ireland, Galway, Galway, The Salt House Pub",53.2683,-8.92,53.2698322,-9.0570036,9.1,False
https://www.seattletimes.com/nation-world/some-louisiana-farmers-eligible-for-disaster-aid-from-harvey/,"United States, Louisiana",30.2624,-92.5707,30.8703881,-92.007126,86.5,False
https://www.independent.ie/irish-news/news/now-everything-is-gone-business-owners-count-the-cost-of-storm-eleanor-as-further-flood-warnings-issued-36455357.html,"Ireland, Galway",40.0,-4.0,53.2744122,-9.0490601,1524.6,True
https://www.todayfm.com/Storm-Eleanor-Aftermath,"Ireland, Galway",53.3331,-6.24889,53.2744122,-9.0490601,186.2,False
http://www.philstar.com/region/2018/01/04/1774478/agaton-leaves-bohol-flooded,"Philippines, Bohol",9.75,123.0,9.8807822,124.2064612,133.0,False
https://reliefweb.int/report/guyana/recent-flooding-hazard-impact-not-national-disaster-cdc-director-ag,"Guyana, Albouystown",6.80061,-58.1637,6.7997091,-58.1645431,0.1,False
http://www.thenorthernecho.co.uk/news/15808428.High_tides_and_heavy_rainfall_causing_risk_of_floods/,"United Kingdom, England, York, River Ouse",54.0,-1.5,53.8103182,-1.0426146,36.6,False
http://www.centralmaine.com/2018/01/04/flooding-a-growing-concern-along-coastal-maine/,"United States, Maine",44.6074,-69.3977,45.709097,-68.8590201,129.6,False
http://www.bostonglobe.com/metro/2018/01/04/snow-and-high-winds-bear-down-coastal-new-england/11cdrd1lbGhkYl7bpbUL1J/story.html,"USA, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
http://www.nwemail.co.uk/news/barrow/Flood-warnings-still-in-place-as-Cumbria-recovers-from-Storm-Eleanor-3015fa3d-bd27-4688-9ab6-3d0000b4bfa1-ds,"United Kingdom, England, Barrow-in-Furness",54.1167,-3.0,54.1288796,-3.2269008,14.8,False
https://www.bostonglobe.com/metro/2018/01/04/snow-and-high-winds-bear-down-coastal-new-england/11cdrd1lbGhkYl7bpbUL1J/story.html,"United States, Massachusetts, Boston",41.7001,-70.0328,42.3588336,-71.0578303,111.9,False
https://en.antaranews.com/news/114114/floods-strong-winds-hit-bandung,"Indonesia, West Java, Bandung",-6.90389,107.619,-6.9218457,107.6070833,2.4,False
http://abc7ny.com/news/snowstorm-floods-boston-harbor-and-coastal-massachusetts-streets-with-icy-water/2862088/,"United States, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
https://www.stuff.co.nz/national/100341690/Another-stormy-day-with-severe-gales-heavy-rain-and-coastal-flooding,New Zealand,52.2,0.116667,-41.5000831,172.8344077,18704.3,True
https://en.antaranews.com/news/114119/hydro-meteorological-disasters-forecast-to-be-dominant-in-2018,Indonesia,3.5292,99.0184,-2.4833826,117.8902853,2201.4,True
http://www.swissinfo.ch/eng/burglind_risk-of-flooding-and-avalanches-after-storm/43797986,"Switzerland, Valais",47.0,8.0,46.2303063,7.6605757,89.4,False
http://bangordailynews.com/2018/01/03/outdoors/weather/blizzard-storm-surge-could-flood-maines-coast-with-water-reaching-car-tailpipes/,"United States, Maine, Portland",43.4108,-71.5653,43.6573605,-70.2586618,108.8,False
http://boston.cbslocal.com/2018/01/04/cars-stranded-floods-snowstorm/,"United States, Massachusetts",42.1959,-70.7259,42.3788774,-72.032366,109.4,False
http://www.foxnews.com/us/2018/01/04/bomb-cyclone-triggers-boston-flooding-panic-high-tides-trapping-drivers.html,"United States, Massachusetts, Boston, Seaport district",35.3852,-77.8969,42.343647,-71.0446391,974.3,True
https://www.malaysiakini.com/news/407550,"Malaysia, Penang",6.0696,117.964,5.4065013,100.2559077,1960.5,True
http://www.bostonherald.com/news/local_coverage/2018/01/massive_flooding_up_and_down_coast_as_storm_drives_epic_high_tide,"USA, Massachusetts",42.8126,-70.8134,42.3788774,-72.032366,110.8,False
https://www.msn.com/en-in/news/other/bangladesh-rice-imports-hit-two-decade-high-after-floods-destroy-domestic-crop/ar-BBHRiYX,Bangladesh,20.0,77.0,24.4769288,90.2934413,1455.1,True
https://www.independent.ie/irish-news/storms/paul-melia-record-storm-surge-proves-we-have-work-cut-out-to-beat-floods-36457364.html,"Ireland, Galway",53.2064,-8.86583,53.2744122,-9.0490601,14.3,False
http://www.wfsb.com/story/37189214/ct-shoreline-deals-with-flooding-issues-during-storm,"United States, Connecticut",41.2918,-72.3762,41.6500201,-72.7342163,49.8,False
http://capeandislands.org/post/winter-storm-brings-major-flooding-massachusetts-coastlines,"United States, Massachusetts",41.6668,-70.2495,42.3788774,-72.032366,167.2,False
https://www.ellontimes.co.uk/news/councillor-calls-for-action-to-avoid-foveran-floods-1-3611572,"United Kingdom, Foveran",57.3,-2.03333,57.3043224,-2.0505142,1.1,False
http://en.republika.co.id/berita/en/national-politics/18/01/05/p21lyc414-hydrometeorological-disasters-to-be-dominant-in-2018-bnpb,Indonesia,-7.0478,108.346,-2.4833826,117.8902853,1172.8,True
http://newyork.cbslocal.com/2018/01/03/new-jersey-storm-preps/,"USA, New Jersey, Manasquan",40.3001,-74.1663,40.126226,-74.049304,21.7,False
http://wildsingaporenews.blogspot.com/2018/01/malaysia-over-1000-forced-to-leave.html,"Malaysia, Johor",3.8077,103.326,2.0228821,103.3114564,198.5,False
http://wfpl.org/analysis-shows-toxic-sites-in-flood-zone/,"United States, Kentucky",37.669,-84.6514,37.5726028,-85.1551411,45.6,False
http://boston.cbslocal.com/2018/01/04/blizzard-2018-plum-island-flooding/,"United States, Massachusetts, Plum Island",42.8126,-70.8134,42.7592836,-70.8020174,6.0,False
http://www.abc-7.com/story/37194711/east-coast-storm-brings-crashes-flooding-and-outages,"USA, East Coast",26.1223,-80.1434,39.9424367,-75.0877364,1606.6,True
http://www.sunlive.co.nz/news/170361-preparing-rain-deluge.html,"New Zealand, Bay of Plenty",-36.7667,175.5,-37.9503756,176.9382874,183.0,False
http://wmra.org/post/louisiana-says-thousands-should-move-vulnerable-coast-cant-pay-them,"USA, Louisiana, Slidell",40.5834,-74.1496,30.2751945,-89.7811745,1817.1,True
https://www.straight.com/news/1013851/king-tides-peak-over-next-four-days-vancouver,"Canada, British Columbia, Vancouver",49.25,-123.133,49.2608724,-123.113952,1.8,False
http://www.getsurrey.co.uk/news/surrey-news/river-thames-flood-prevention-scheme-14024062,"United Kingdom, England, Spelthorne",51.45,-0.483333,51.4250347,-0.4592861,3.2,False
http://www.xinhuanet.com/english/2018-01/05/c_136875111.htm,"Germany, Baden-Wuerttemberg",48.0,8.25,48.53775,9.041169,83.7,False
http://wpri.com/blog/2018/01/05/record-coastal-flooding-in-ma-why-not-ri/,"United States, Rhode Island",42.1959,-70.7259,41.7962409,-71.5992372,84.8,False
https://www.pressherald.com/2018/01/04/flooding-a-growing-concern-along-coastal-maine/,"USA, Maine",44.6074,-69.3977,45.709097,-68.8590201,129.6,False
https://www.thelocal.fr/20180105/france-storms-death-toll-rises-to-three-as-flood-and-avalanche-warnings-remain,"France, Normandy, Rouen",45.9243,6.86732,49.4404591,1.0939658,582.5,True
http://www.patriotledger.com/news/20180104/storm-flooding-traps-people-in-homes-cars-across-south-shore,"USA, Massachusetts, Plymouth",42.2668,-70.9578,41.9426657,-70.7618592,39.5,False
http://boston.cbslocal.com/2018/01/05/flooded-duxbury-neighborhoods-see-frozen-hydrants-ice-covered-streets/,"United States, Massachusetts, Duxbury, King Caesar Road",42.3584,-71.0598,42.0452068,-70.6616456,47.8,False
http://mundinews.com/trelawny-st-ann-lashed-by-flood-rains/,Jamaica,18.456,-77.2563,18.1850507,-77.3947693,33.5,False
https://www.wxyz.com/news/region/st-clair-county/east-china-township-facing-flood-warning-after-ice-blockage-on-st-clair-river,"United States, Michigan, East China Township",27.8333,-81.717,42.7706968,-82.4834285,1662.4,True
http://malaysiandigest.com/news/716271-penang-hit-by-flash-floods-after-non-stop-overnight-rain.html,"Malaysia, Penang",5.41123,100.335,5.4065013,100.2559077,8.8,False
https://www.cbsnews.com/news/flooding-massachusetts-bomb-cyclone-winter-storm/,"United States, Massachusetts",41.7001,-70.0328,42.3788774,-72.032366,181.6,False
http://www.tampabay.com/heavy-rain-melting-snow-produce-floods-in-western-germany-ap_world4fdbfbbac04241f4a1bd70909d4b2412,"Germany, North Rhine-Westphalia",18.2766,-66.335,51.4789205,7.5543751,7319.8,True
http://www.bostonglobe.com/metro/2018/01/04/why-tonight-high-tide-mass-won-prompt-historic-flooding/N73iC3yFiFn6IEpJUw7KCK/story.html,"United States, Massachusetts, Boston",42.2373,-71.5314,42.3588336,-71.0578303,41.2,False
https://www.nst.com.my/news/nation/2018/01/321732/penang-hit-flash-floods-after-non-stop-overnight-rain,"Malaysia, Penang",5.4,100.217,5.4065013,100.2559077,4.4,False
http://www.newstalkzb.co.nz/news/upper-north-island/small-town-devastated-by-unexpected-flooding/,"New Zealand, Kaiaua",-37.0167,175.867,-37.1080545,175.2961822,51.7,False
http://wtnh.com/2018/01/05/snowstorm-floods-boston-harbor-and-coastal-massachusetts-streets-with-icy-water/,"USA, Massachusetts, Boston",42.2373,-71.5314,42.3588336,-71.0578303,41.2,False
http://borneobulletin.com.bn/flood-hit-families-struggle-to-cope-with-winter-chills-in-nepal/,Nepal,27.7167,85.3167,28.3780464,83.9999901,148.7,False
http://naplesherald.com/2018/01/05/heavy-rain-melting-snow-produce-floods-western-germany/,Germany,48.0,8.25,51.1638175,10.4478313,385.8,False
http://www.kswo.com/story/37194712/east-coast-storm-brings-crashes-flooding-and-outages,USA,25.7743,-80.1937,39.7837304,-100.445882,2441.3,True
http://wwlp.com/2018/01/04/winter-storm-causes-significant-flooding-in-boston/,"United States, Massachusetts, Boston",-17.8178,31.0447,42.3588336,-71.0578303,12310.6,True
http://6abc.com/weather/sea-wall-breach-causes-evacuations-in-mass/2867157/,"United States, Massachusetts, Scituate",42.1959,-70.7259,42.1924492,-70.7261966,0.4,False
http://www.tristatehomepage.com/news/east-coast-storm-brings-crashes-flooding-and-outages/902377366,"USA, New Jersey",42.1497,-74.9384,40.0757384,-74.4041622,234.9,False
https://www.cbsnews.com/news/winter-storm-flooding-east-coast-boston/,"USA, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
http://www.getwestlondon.co.uk/news/west-london-news/almost-one-five-new-homes-14111453,"United Kingdom, England, West London, Hammersmith and Fulham",51.5,-0.116667,51.4909721,-0.2202562,7.2,False
http://abc7.com/weather/noreaster-brings-icy-floodwaters-into-downtown-boston/2862204/,"USA, Massachusetts, Boston, Seaport District",42.3595,-71.0467,42.3429549,-71.0453482,1.8,False
https://www.caledonenterprise.com/news-story/8037901-storm-surge-and-wind-flood-roads-topple-boats/,"Canada, Nova Scotia, Halifax",44.3667,-64.3167,44.648618,-63.5859487,65.9,False
http://www.dailydemocrat.com/general-news/20180105/oroville-dam-new-report-details-what-caused-the-near-disaster-last-year,"United States, California, Oroville",39.1457,-121.591,39.5137752,-121.556359,41.0,False
https://www.thedailybeast.com/winter-storm-causes-major-flooding-in-boston-harbor,"United States, Massachusetts, Boston, Boston Harbor",42.2373,-71.5314,42.3417649,-70.9661596,47.9,False
https://en.tempo.co/read/news/2018/01/05/055914582/New-Capital-City-Should-Not-be-Troubled-with-Flood-Again,Indonesia,1.5,116.5,-2.4833826,117.8902853,469.1,False
http://www.allmediany.com/news/94924-039bomb-cyclone039-causes-flood-in-boston,"United States, Massachusetts, Boston",42.2373,-71.5314,42.3588336,-71.0578303,41.2,False
https://www.nbcnews.com/news/weather/east-coast-blizzard-unleashes-epic-flooding-ahead-dangerous-cold-n834931,"USA, Massachusetts, Boston",37.3835,-77.5997,42.3588336,-71.0578303,785.5,True
http://wildsingaporenews.blogspot.com/2018/01/indonesia-hydro-meteorological.html,Indonesia,-5.0,120.0,-2.4833826,117.8902853,364.8,False
https://watchers.news/2018/01/05/rapidly-deepening-low-hits-new-zealand-with-heavy-rain-powerful-winds-and-destructive-storm-surge/,"New Zealand, Auckland",-39.0333,175.65,-36.852095,174.7631803,254.7,False
http://abc13.com/news/bomb-cyclone-floods-boston-streets-with-icy-water-residents-urged-to-stay-indoors/2862088/,"United States, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
http://www.news.com.au/world/breaking-news/at-least-44-killed-in-congo-flooding/news-story/1d55989280ca0436a970eb9fe3092d3f,Congo,-4.32972,15.315,-2.9814344,23.8222636,955.8,True
http://www.straitstimes.com/world/2017-set-a-record-for-losses-from-natural-disasters-it-could-get-worse,Nepal,28.0,84.0,28.3780464,83.9999901,42.0,False
https://m.accuweather.com/en/weather-news/ava-to-inundate-madagascar-with-life-threatening-flooding-mudslides/70003714,Madagascar,-19.3236,48.3476,-18.9249604,46.4416422,205.1,False
https://www.travelagentcentral.com/destinations/heavy-rain-melting-snow-produce-floods-western-germany,"Germany, North Rhine-Westphalia",48.3167,8.91667,51.4789205,7.5543751,364.9,False
https://www.bostonglobe.com/metro/2018/01/05/threat-rising-sea-levels-hits-home/kRSnmY2avJ2kLbvcYEYRbP/story.html,"United States, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
http://www.sundaymail.co.zw/tsholotsho-201617-flood-disaster/,Zimbabwe,-19.7556,27.7651,-18.4554963,29.7468414,253.5,False
http://www.bostonherald.com/news/local_coverage/2018/01/accept_downtown_deluge_thanks_to_global_warming,"United States, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
https://sf.curbed.com/2018/1/5/16855422/oroville-dam-report-weather-flood,"United States, California, Oroville",39.5138,-121.556,39.5137752,-121.556359,0.0,False
https://www.malaysiakini.com/news/407800,"Malaysia, Terengganu, Kemaman",4.23333,103.45,4.2395838,103.1912607,28.7,False
http://www.focus-fen.net/news/2018/01/06/426569/deutsche-welle-authorities-take-precautions-as-rivers-across-germany-continue-to-flood.html,Germany,48.3167,8.91667,51.1638175,10.4478313,335.1,False
https://www.democratandchronicle.com/story/news/2018/01/05/lake-ontario-flooding-fewer-problems-north-border/977629001/,"Canada, Kingston",43.6667,-78.0,44.3054151,-76.4283781,144.4,False
http://www.caller.com/story/news/local/2018/01/05/higher-flood-insurance-costs-may-await-corpus-christi-residents/944105001/,"USA, Texas, Corpus Christi",31.106,-97.6475,27.7635302,-97.4033191,372.4,False
https://www.accuweather.com/en/weather-news/new-tropical-threat-to-renew-flood-risk-in-western-australia-this-week/70003752,"Australia, Western Australia",-21.25,118.3,-25.2303005,121.0187246,522.5,True
http://gina.gov.gy/region-three-rdc-implementing-measures-to-alleviate-flooding/,Guyana,6.73333,-58.3,4.8417097,-58.6416891,213.7,False
https://patch.com/illinois/algonquin/lith-family-comes-home-florida-flooded-frozen-home,"United States, Illinois, Lake in the Hills",27.8333,-81.717,42.1816908,-88.3303618,1704.0,True
http://www.xinhuanet.com/english/2018-01/06/c_136876870.htm,"China, Guangxi Zhuang Autonomous Region",42.7683,129.336,24.0,109.0,2799.1,True
https://watchers.news/2018/01/05/boston-breaks-the-highest-ever-recorded-tide-followed-by-frozen-floods/,"United States, Massachusetts, Boston",42.3584,-71.0598,42.3588336,-71.0578303,0.2,False
https://www.thecable.ng/many-stranded-as-delta-shuts-river-niger-bridge-over-lg-election,"Nigeria, Anambra, Onitsha",6.14543,6.78845,6.1461619,6.8019088,1.5,False
https://www.nbcnews.com/news/weather/east-coast-blizzard-unleashes-epic-flooding-ahead-dangerous-cold-n834931?cid=public-rss_20180106,"United States, Massachusetts, Boston",37.0785,-79.0942,42.3588336,-71.0578303,903.2,True
https://www.eastbaytimes.com/2018/01/05/oroville-dam-new-report-details-what-caused-the-near-disaster-last-year/,"United States, California, Oroville Dam",46.0,2.0,39.5371929,-121.485565,8968.7,True
http://www.thewhig.com/2018/01/05/i-couldnt-see-anything-for-a-few-minutes,"Canada, Ontario, Kingston",49.25,-123.133,44.3054151,-76.4283781,3540.9,True
https://www.accuweather.com/en/weather-news/ava-to-inundate-madagascar-with-life-threatening-flooding-mudslides/70003714,Madagascar,-19.3236,48.3476,-18.9249604,46.4416422,205.1,False
https://news2.onlinenigeria.com/news/general/693525-44-killed-in-congo-after-heavy-rains-cause-flooding.html,Congo,-4.32972,15.315,-2.9814344,23.8222636,955.8,True
http://www.unionleader.com/Storm-brought-worst-coastal-flooding-in-recent-memory,"USA, New Hampshire",43.4108,-71.5653,43.4849133,-71.6553992,11.0,False
https://www.eastbaytimes.com/2018/01/05/heavy-rain-melting-snow-drive-flooding-in-germany/,Germany,48.3167,8.91667,51.1638175,10.4478313,335.1,False
http://www.theborneopost.com/2018/01/07/najib-praises-smooth-management-of-floods/,"Malaysia, Kuantan",3.8077,103.326,3.7974493,103.3219191,1.2,False
https://www.iol.co.za/news/south-africa/kwazulu-natal/three-drown-in-kzn-12640664,"South Africa, KwaZulu-Natal",-28.7754,32.054,-28.503833,30.8875009,117.8,False
http://www.theborneopost.com/2018/01/08/flood-alert-for-sabah-terminated/,"Malaysia, Sabah",3.8077,103.326,5.4257359,117.0326392,1529.7,True
https://www.npr.org/2018/01/05/576082595/massachusetts-hit-hard-by-winter-storm,"USA, Massachusetts",42.3584,-71.0598,42.3788774,-72.032366,79.9,False
http://www.theindiapost.com/latest-news/ravi-changes-course-flood-threat-in-dera-baba-nanak-town/,"India, Punjab, Dera Baba Nanak",30.9333,72.4056,32.0317917,75.0284641,277.1,False
http://focus-fen.net/./news/2018/01/06/426569/deutsche-welle-authorities-take-precautions-as-rivers-across-germany-continue-to-flood.html,Germany,48.3167,8.91667,51.1638175,10.4478313,335.1,False
https://www.enca.com/africa/in-dr-congo-flood-tragedy-highlights-perils-of-urban-sprawl,"Democratic Republic of the Congo, Kinshasa",-4.32972,15.315,-4.32171,15.3122511,0.9,False
http://www.abc.net.au/news/2018-01-08/john-f-kennedy-airport-terminal-flooded-by-burst-water-main/9310274,"United States, New York, New York City, John F Kennedy International Airport",-33.8833,151.217,40.6429479,-73.7793734,16007.3,True
http://www.miningjournal.net/news/front-page-news/2018/01/frozen-mess/,"United States, Michigan, Chocolay Township",43.3504,-84.5603,46.4633134,-87.2406879,405.4,False
http://www.tnp.sg/news/singapore/scdf-officers-rescue-flood-waters-rise,Singapore,1.366667,103.8,1.357107,103.8194992,2.4,False
http://www.tnp.sg/news/singapore/peak-hour-chaos-due-flash-floods,Singapore,1.34917,103.95,1.357107,103.8194992,14.5,False
http://redwiretimes.com/cow-beh-cow-bu/flash-flood-incidences-rise-130-in-2-years-a-problem-of-inadequate-measures-by-authorities/,country,1.366667,103.8,-24.9380555,-53.4492587,16432.7,True
http://www.abc.net.au/news/2018-01-08/car-crashes-into-bus-pushing-it-into-river-in-china/9310492,"China, Jiangsu Province, Changzhou City",34.0983,-118.327,31.4178958,119.4787471,10545.1,True
https://patch.com/ohio/avon-oh/flooding-possible-temperatures-rise-cleveland,"United States, Ohio, Cleveland",40.3736,-82.7755,41.4996574,-81.6936772,154.7,False
http://www.ngocentre.org.vn/news/undp-supports-building-300-houses-flood-victims-vietnam-central-region,"Vietnam, Central Region",10.6833,105.167,1.3107806,103.8801126,1051.8,True
https://www.theonlinecitizen.com/2018/01/08/spp-seeks-answers-and-accountability-after-flooding-in-the-east/,Singapore,1.33611,103.85,1.357107,103.8194992,4.1,False
http://www.dutchnews.nl/news/archives/2018/01/rising-rivers-cause-widespread-flooding-but-water-authorities-say-no-cause-for-alarm/,"Netherlands, Gelderland",52.0,20.0,52.1014041,5.9515701,959.2,True
https://www.globalcitizen.org/en/content/louisiana-flooding-climate-change-refugees-displac/,"United States, Louisiana",31.1801,-91.8749,30.8703881,-92.007126,36.7,False
http://www.theindependent.sg/strong-rains-cause-flash-floods-in-eastern-singapore/,Singapore,1.34917,103.95,1.357107,103.8194992,14.5,False
http://www.ibtimes.sg/singapore-flash-floods-national-environment-agency-warns-heavy-thundershower-coming-few-hours-22815,Singapore,1.32639,103.942,1.357107,103.8194992,14.0,False
http://wgno.com/2018/01/07/flash-flood-watch-is-in-effect/,United States,32.6701,-94.083,39.7837304,-100.445882,974.8,True
http://en.brinkwire.com/75819/in-dr-congo-flood-tragedy-highlights-perils-of-urban-sprawl/,Democratic Republic of the Congo,-4.32972,15.315,-2.9814344,23.8222636,955.8,True
https://www.channelnewsasia.com/news/singapore/worst-flash-floods-in-30-years-bedok-resident-9842038,"Singapore, Bedok",1.30556,103.869,1.3240702,103.9283972,6.9,False
http://www.cbs7.com/content/news/Experts-predicts-massive-hurricane-damage-for-Houston-homes-at-current-growth-rate-468328203.html,"United States, Texas, Houston",31.106,-97.6475,29.7589382,-95.3676974,265.0,False
http://wxpr.org/post/massachusetts-hit-hard-winter-storm,"United States, Massachusetts, Marblehead",42.1959,-70.7259,42.500096,-70.8578253,35.5,False
http://wtnh.com/2018/01/07/water-leak-floods-crowded-jfk-airport-baggage-claim-some-international-flights-shut-down/,"USA, New York, New York City, JFK Airport",40.314,-74.5089,40.6429479,-73.7793734,71.7,False
https://globalnews.ca/news/3951639/two-special-care-facilities-in-n-b-evacuated-following-separate-floods/,"Canada, New Brunswick, Moncton",46.0833,-64.7667,46.0985679,-64.8004265,3.1,False
https://www.npr.org/sections/thetwo-way/2018/01/08/576407905/burst-water-main-at-jfk-airport-floods-international-terminal,"USA, New York, New York, JFK Airport",5.0,-59.0,40.6429479,-73.7793734,4229.1,True
